date,close,volume,last_earnings_date,days_since_earning,month,day_of_week,quarter,year,is_month_end,is_month_start,rolling_volatility,return_1d,cumulative_return,time_idx,unique_id,daily_sentiment,spike_impact_trading_day,spike_post_count,spike_smoothed,spike_spike_presence,spike_spike_intensity,spike_loess_upper,has_sentiment,daily_sentiment_mean_3,daily_sentiment_std_3,daily_sentiment_mean_7,daily_sentiment_std_7,daily_sentiment_mean_14,daily_sentiment_std_14,has_spike,volume_log1p,volume_norm
2025-02-03,383.6799926757813,93732100,2025-01-29 16:12:00-05:00,4.0,2,0,1,2025,0,0,12.138328828605664,-0.0517054204452533,240.9040914551125,636,TSLA,0.8469109235,2025-02-03,4.0,2.5510971354269723,0.0,0.0,5.519991874838151,1,0.8469109235,1.070260977858843,0.8469109235,1.070260977858843,0.8469109235,1.070260977858843,0,18.355951281920074,-0.4489382313758635
2025-02-04,392.2099914550781,57072200,2025-01-29 16:12:00-05:00,5.0,2,1,1,2025,0,0,10.020262797018637,0.0222320656331562,246.25988702763848,637,TSLA,-0.6666666666666666,2025-02-04,1.0,2.248485291201992,0.0,0.0,5.217380030613171,1,0.8469109235,1.070260977858843,0.8469109235,1.070260977858843,0.8469109235,1.070260977858843,0,17.859827708441724,-1.8262183694926721
2025-02-05,378.1700134277344,57223300,2025-01-29 16:12:00-05:00,6.0,2,2,1,2025,0,0,10.590210718546166,-0.0357970942434592,237.44449864332643,638,TSLA,0.868623197,2025-02-05,1.0,1.9831989950408824,0.0,0.0,4.9520937344520615,1,0.0901221284166666,1.070260977858843,0.0901221284166666,1.070260977858843,0.0901221284166666,1.070260977858843,0,17.86247173354127,-1.818878336789216
2025-02-06,374.3200073242187,77918200,2025-01-29 16:12:00-05:00,7.0,2,3,1,2025,0,0,10.971098664643874,-0.0101806223836182,235.0271658655712,639,TSLA,0.0,2025-02-06,1.0,1.85211766690494,0.0,0.0,4.82101240631612,1,0.3496224846111111,0.8801991734595154,0.3496224846111111,0.8801991734595154,0.3496224846111111,0.8801991734595154,0,18.171170129249685,-0.9619060181854588
2025-02-07,361.6199951171875,70298300,2025-01-29 16:12:00-05:00,8.0,2,4,1,2025,0,0,13.454037581705222,-0.0339282217314959,227.05311206915903,640,TSLA,0.8879832925,2025-02-07,2.0,1.8761349587347167,0.0,0.0,4.845029698145896,1,0.0673188434444444,0.7698555782622,0.2622168634583333,0.7396346127710319,0.2622168634583333,0.7396346127710319,0,18.068258188636783,-1.2475980903993822
2025-02-10,350.7300109863281,77514900,2025-01-29 16:12:00-05:00,11.0,2,0,1,2025,0,0,17.358017202063028,-0.0301144413414704,220.21553444435403,641,TSLA,0.590048492,2025-02-10,3.0,2.032860955136853,0.0,0.0,5.001755694548033,1,0.5855354965,0.5071809998122647,0.3873701492666667,0.6990073283234073,0.3873701492666667,0.6990073283234073,0,18.165980746809623,-0.9763121737198133
2025-02-11,328.5,118543400,2025-01-29 16:12:00-05:00,12.0,2,1,1,2025,0,0,23.59129489868647,-0.0633821181250289,206.2578074272356,642,TSLA,0.8999822735,2025-02-11,2.0,2.251287487409425,0.0,0.0,5.220182226820604,1,0.4926772614999999,0.4519285887577796,0.4211498730555555,0.630662678835036,0.4211498730555555,0.630662678835036,0,18.590789704649698,0.20299268378816637
2025-02-12,336.510009765625,105382700,2025-01-29 16:12:00-05:00,13.0,2,2,1,2025,0,0,26.14911122569808,0.0243835913717656,211.28711352077764,643,TSLA,0.2918006976666666,2025-02-12,3.0,2.483995406536404,0.0,0.0,5.452890145947583,1,0.7926713526666666,0.1755790751622106,0.4895545016904762,0.6034902909411687,0.4895545016904762,0.6034902909411687,0,18.47310905346648,-0.12369855238702969
2025-02-13,355.94000244140625,89441500,2025-01-29 16:12:00-05:00,14.0,2,3,1,2025,0,0,24.341012985277768,0.0577397168343194,223.48677162620805,644,TSLA,1.0,2025-02-13,1.0,2.6348059675061437,0.0,0.0,5.603700706917323,1,0.5939438210555555,0.3041094991727775,0.4102530408571428,0.5848910283871709,0.4648352761875,0.5630809931200826,0,18.309095349430603,-0.5790141814425801
2025-02-14,355.8399963378906,68277300,2025-01-29 16:12:00-05:00,15.0,2,4,1,2025,0,0,20.46438213173263,-0.0002809633725618,223.42398002912896,645,TSLA,0.0,2025-02-14,3.0,2.6599929348992677,0.0,0.0,5.628887674310447,1,0.7305943237222222,0.3832828865261197,0.6483482789523809,0.3750122471481202,0.5242980232777777,0.5561025479488133,0,18.039087926696826,-1.3285771539659312
