Date,Open,High,Low,Close,Volume,last_earnings_date,days_since_earning,month,day_of_week,quarter,year,is_month_end,is_month_start,return_1d,rolling_volatility,time_idx,unique_id
2022-11-07,14.210924969876425,14.39470417066261,13.937254576285332,14.28383731842041,410061000,2022-08-24 16:20:00-04:00,74.0,11,0,4,2022,0,0,0.01024286667255736,0.026866442012266588,51,NVDA
2022-11-08,14.78323899130467,14.87313114705052,14.198940931486579,14.584478378295898,595292000,2022-08-24 16:20:00-04:00,75.0,11,1,4,2022,0,0,0.021047639592463252,0.026882247115792773,52,NVDA
2022-11-09,14.145006498501635,14.193948441801954,13.742490186400374,13.759469985961914,454414000,2022-08-24 16:20:00-04:00,76.0,11,2,4,2022,0,0,-0.05656756250958772,0.03288034196060192,53,NVDA
2022-11-10,14.782241164084553,15.754073201357338,14.52954448835347,15.731101036071777,700819000,2022-08-24 16:20:00-04:00,77.0,11,3,4,2022,0,0,0.14329265968248905,0.048678903854443324,54,NVDA
2022-11-11,15.788035564023872,16.36933708309681,15.463425676317739,16.307411193847656,655487000,2022-08-24 16:20:00-04:00,78.0,11,4,4,2022,0,0,0.0366350808156648,0.04887668689095211,55,NVDA
2022-11-14,16.198538674053413,16.52015277426041,15.902893396486796,16.27544593811035,527852000,2022-08-24 16:20:00-04:00,81.0,11,0,4,2022,0,0,-0.0019601673961201493,0.04823000737928232,56,NVDA
2022-11-15,16.70193246037485,16.97760030988361,16.362340333620516,16.645999908447266,545876000,2022-08-24 16:20:00-04:00,82.0,11,1,4,2022,0,0,0.022767669269769808,0.04659560796697961,57,NVDA
2022-11-16,16.142607624032543,16.342366497933718,15.853953889002272,15.890909194946289,649547000,2022-08-24 16:20:00-04:00,83.0,11,2,4,2022,0,0,-0.04536169155676817,0.04969046669732435,58,NVDA
2022-11-17,15.69614237342874,16.246481775556962,15.516358066087552,15.658187866210938,710894000,2022-11-16 16:20:00-05:00,0.0,11,3,4,2022,0,0,-0.01464493477877038,0.0491581013856499,59,NVDA
2022-11-18,15.946839425086369,15.98279742687742,15.101854958892112,15.390508651733398,492072000,2022-11-16 16:20:00-05:00,1.0,11,4,4,2022,0,0,-0.01709515920773752,0.048804032127647654,60,NVDA
2022-11-21,15.128824145184344,15.458428074052856,15.061904155522589,15.298620223999023,404739000,2022-11-16 16:20:00-05:00,4.0,11,0,4,2022,0,0,-0.0059704607439355906,0.048973874459027886,61,NVDA
2022-11-22,15.309605078065967,16.03872950715778,15.103851969083491,16.018753051757812,472866000,2022-11-16 16:20:00-05:00,5.0,11,1,4,2022,0,0,0.04707175008038389,0.04887843559565469,62,NVDA
2022-11-23,16.078685422341522,16.507171567723844,16.02874617365287,16.49917984008789,427241000,2022-11-16 16:20:00-05:00,6.0,11,2,4,2022,0,0,0.029991522235081725,0.04904360042512517,63,NVDA
2022-11-25,16.298421486545415,16.467217430103638,16.15259675746312,16.250478744506836,167934000,2022-11-16 16:20:00-05:00,8.0,11,4,4,2022,0,0,-0.015073542927072525,0.04834583671809197,64,NVDA
2022-11-28,16.00676784560978,16.337371925299387,15.70613035675524,15.80800724029541,303741000,2022-11-16 16:20:00-05:00,11.0,11,0,4,2022,0,0,-0.02722821346792592,0.049417920697551444,65,NVDA
2022-11-29,15.808006701068509,15.912881192644717,15.501375904506437,15.620232582092285,298384000,2022-11-16 16:20:00-05:00,12.0,11,1,4,2022,0,0,-0.011878452188741284,0.049550475936125486,66,NVDA
2022-11-30,15.682175681304692,16.91401202037875,15.582270690561987,16.907018661499023,565298000,2022-11-16 16:20:00-05:00,13.0,11,2,4,2022,1,0,0.08237944426525168,0.049968276677445696,67,NVDA
2022-12-01,16.98294703884765,17.248694675283573,16.61929047291428,17.118818283081055,470977000,2022-11-16 16:20:00-05:00,14.0,12,3,4,2022,0,1,0.012527319323562658,0.03399767017139371,68,NVDA
2022-12-02,16.643267526890366,16.91700892717154,16.429468928660246,16.860061645507812,371389000,2022-11-16 16:20:00-05:00,15.0,12,4,4,2022,0,0,-0.015115332921605829,0.03328469708390382,69,NVDA
2022-12-05,16.663249657372322,16.97895122027802,16.456444410841286,16.594314575195312,352255000,2022-11-16 16:20:00-05:00,18.0,12,0,4,2022,0,0,-0.01576192755993311,0.033641765083521805,70,NVDA
2022-12-06,16.514389290224578,16.557347948087997,15.804060336485716,15.971901893615723,352694000,2022-11-16 16:20:00-05:00,19.0,12,1,4,2022,0,0,-0.037507586032505036,0.03460885621156571,71,NVDA
2022-12-07,15.75710452343126,16.17071403382129,15.652203194730875,16.10477638244629,372388000,2022-11-16 16:20:00-05:00,20.0,12,2,4,2022,0,0,0.00831926527695992,0.03238580864275609,72,NVDA
2022-12-08,16.257632527002734,17.162777039567985,15.943927985639844,17.152786254882812,515456000,2022-11-16 16:20:00-05:00,21.0,12,3,4,2022,0,0,0.0650744752705057,0.03613359147830925,73,NVDA
2022-12-09,17.1437916984956,17.56639249733036,16.95896697025253,16.984941482543945,465338000,2022-11-16 16:20:00-05:00,22.0,12,4,4,2022,0,0,-0.00978527743800739,0.035808052282453415,74,NVDA
2022-12-12,17.020909499688667,17.521435764939,16.781136404259517,17.5184383392334,457328000,2022-11-16 16:20:00-05:00,25.0,12,0,4,2022,0,0,0.031409990857945935,0.03610703488250297,75,NVDA
2022-12-13,18.513497752855358,18.772253906847382,17.694272541319727,18.054931640625,656589000,2022-11-16 16:20:00-05:00,26.0,12,1,4,2022,0,0,0.030624493519499252,0.03507185996430552,76,NVDA
2022-12-14,17.970014650100538,18.234765710233187,17.403550623982994,17.657310485839844,496888000,2022-11-16 16:20:00-05:00,27.0,12,2,4,2022,0,0,-0.022022855732695135,0.0354462408011106,77,NVDA
2022-12-15,17.129804471678664,17.303639904704802,16.684226599412334,16.93598747253418,478542000,2022-11-16 16:20:00-05:00,28.0,12,3,4,2022,0,0,-0.040851239144496176,0.037218221124362384,78,NVDA
2022-12-16,16.848073812047673,17.02490669744335,16.39450210101548,16.555349349975586,478232000,2022-11-16 16:20:00-05:00,29.0,12,4,4,2022,0,0,-0.022475106525432387,0.036936133135290206,79,NVDA
2022-12-19,16.556347895867603,16.593311698540127,16.129751160735065,16.2386474609375,354039000,2022-11-16 16:20:00-05:00,32.0,12,0,4,2022,0,0,-0.019129882574090984,0.037224498155391104,80,NVDA
2022-12-20,16.04882697825247,16.29459492471564,15.837028268444671,16.069807052612305,403260000,2022-11-16 16:20:00-05:00,33.0,12,1,4,2022,0,0,-0.010397442812361435,0.02955119559796763,81,NVDA
2022-12-21,16.098779026995476,16.611294934737366,16.08678932558444,16.48541259765625,325025000,2022-11-16 16:20:00-05:00,34.0,12,2,4,2022,0,0,0.025862509965630442,0.030303191789263377,82,NVDA
2022-12-22,16.07879951913216,16.122758587352745,14.867944326757812,15.324512481689453,565045000,2022-11-16 16:20:00-05:00,35.0,12,3,4,2022,0,0,-0.07041983990936584,0.03529959947414701,83,NVDA
2022-12-23,15.181648162416543,15.324512754745045,14.868944051199282,15.191638946533203,349326000,2022-11-16 16:20:00-05:00,36.0,12,4,4,2022,0,0,-0.008670653328451072,0.03520287140594037,84,NVDA
2022-12-27,15.05976312478845,15.085738590930205,14.042724012860875,14.10766315460205,464902000,2022-11-16 16:20:00-05:00,40.0,12,1,4,2022,0,0,-0.071353446178269,0.038556809418663185,85,NVDA
2022-12-28,13.913845969988317,14.248529600016075,13.870886362519705,14.022743225097656,351066000,2022-11-16 16:20:00-05:00,41.0,12,2,4,2022,0,0,-0.006019418565199608,0.03827567923521175,86,NVDA
2022-12-29,14.388398226266634,14.669132015722159,14.213563317277028,14.589207649230957,354923000,2022-11-16 16:20:00-05:00,42.0,12,3,4,2022,0,0,0.04039612043380014,0.0350244020281076,87,NVDA
2022-12-30,14.320462493891805,14.615183969836613,14.21955804675958,14.600198745727539,310490000,2022-11-16 16:20:00-05:00,43.0,12,4,4,2022,0,0,0.0007533717224978975,0.035163561039335656,88,NVDA
2023-01-03,14.836973349478153,14.981836857108386,14.082686318071687,14.30147933959961,401277000,2022-11-16 16:20:00-05:00,47.0,1,1,1,2023,0,0,-0.020459954780776113,0.03311941055910352,89,NVDA
2023-01-04,14.55324290716645,14.838972099538859,14.227550577248294,14.73507022857666,431324000,2022-11-16 16:20:00-05:00,48.0,1,2,1,2023,0,0,0.03031790479020402,0.033087813951115125,90,NVDA
2023-01-05,14.477313204439954,14.550244209091645,14.134636761581584,14.251526832580566,389168000,2022-11-16 16:20:00-05:00,49.0,1,3,1,2023,0,0,-0.03281581889296514,0.03341597039337208,91,NVDA
2023-01-06,14.460328408212447,14.99582237530762,14.02074443406021,14.844964981079102,405044000,2022-11-16 16:20:00-05:00,50.0,1,4,1,2023,0,0,0.04164032075088753,0.03564149017330356,92,NVDA
2023-01-09,15.26956527336169,16.04083551016208,15.12669972895464,15.613240242004395,504231000,2022-11-16 16:20:00-05:00,53.0,1,0,1,2023,0,0,0.05175325518817386,0.03882474190375763,93,NVDA
2023-01-10,15.492354496985383,15.946924699347406,15.45738770492271,15.893975257873535,384101000,2022-11-16 16:20:00-05:00,54.0,1,1,1,2023,0,0,0.0179805736360783,0.038939811603071056,94,NVDA
2023-01-11,15.825041227015033,16.012863409814404,15.548302392492102,15.985888481140137,353285000,2022-11-16 16:20:00-05:00,55.0,1,2,1,2023,0,0,0.005782897089956718,0.03887363839081416,95,NVDA
2023-01-12,16.08479222411233,16.621283720638296,15.47736578997874,16.495403289794922,551409000,2022-11-16 16:20:00-05:00,56.0,1,3,1,2023,0,0,0.03187278638005653,0.03920893267172125,96,NVDA
2023-01-13,16.26262754145093,16.906020377978866,16.149735291057727,16.883041381835938,447287000,2022-11-16 16:20:00-05:00,57.0,1,4,1,2023,0,0,0.023499764463523753,0.033746001744571166,97,NVDA
2023-01-17,16.883040616258818,17.711258174571284,16.883040616258818,17.68528175354004,511102000,2022-11-16 16:20:00-05:00,61.0,1,1,1,2023,0,0,0.047517526822342226,0.03499592914190946,98,NVDA
2023-01-18,17.650313175213793,17.856117981324587,17.26567658254257,17.36058807373047,439624000,2022-11-16 16:20:00-05:00,62.0,1,2,1,2023,0,0,-0.018359542377354376,0.027384180021182664,99,NVDA
2023-01-19,17.0199124023863,17.180761576267606,16.715202010993732,16.749168395996094,452932000,2022-11-16 16:20:00-05:00,63.0,1,3,1,2023,0,0,-0.03521883447367535,0.030107408443410526,100,NVDA
2023-01-20,16.994934054525242,17.83913723437092,16.809110800053677,17.822153091430664,564967000,2022-11-16 16:20:00-05:00,64.0,1,4,1,2023,0,0,0.0640619683357575,0.03233443783671025,101,NVDA
2023-01-23,18.04694164648841,19.226828109758845,17.80117555604074,19.174877166748047,655163000,2022-11-16 16:20:00-05:00,67.0,1,0,1,2023,0,0,0.0759012712087972,0.03585472992328888,102,NVDA
2023-01-24,18.809217256229907,19.476587493158043,18.802223898332766,19.246803283691406,496204000,2022-11-16 16:20:00-05:00,68.0,1,1,1,2023,0,0,0.003751060114642657,0.03428998076600557,103,NVDA
2023-01-25,18.89513781742045,19.351706937761307,18.562452134690616,19.304750442504883,449537000,2022-11-16 16:20:00-05:00,69.0,1,2,1,2023,0,0,0.0030107419896880927,0.034554693870039815,104,NVDA
2023-01-26,19.6823921496768,20.14695309854506,19.259791347875655,19.783296585083008,489535000,2022-11-16 16:20:00-05:00,70.0,1,3,1,2023,0,0,0.024789035424382933,0.031028076869332955,105,NVDA
2023-01-27,19.443617204129126,20.608516233257916,19.386671835768066,20.34576416015625,542142000,2022-11-16 16:20:00-05:00,71.0,1,4,1,2023,0,0,0.02843143824155958,0.03065361820815842,106,NVDA
2023-01-30,19.9311576524384,20.120976822256097,19.131912122534917,19.143901824951172,488611000,2022-11-16 16:20:00-05:00,74.0,1,0,1,2023,0,0,-0.059071869984550496,0.03647025666696908,107,NVDA
2023-01-31,19.151896870281067,19.668408839064604,18.93210531346682,19.518550872802734,498017000,2022-11-16 16:20:00-05:00,75.0,1,1,1,2023,1,0,0.019570150916845108,0.03648177663960087,108,NVDA
2023-02-01,19.672401413641385,21.17198313820513,19.59247705157619,20.923219680786133,660477000,2022-11-16 16:20:00-05:00,76.0,2,2,1,2023,0,1,0.07196583481720831,0.039318108691969854,109,NVDA
2023-02-02,20.9801656473757,21.928268729004962,20.680449757489193,21.688495635986328,564276000,2022-11-16 16:20:00-05:00,77.0,2,3,1,2023,0,0,0.03657543948185715,0.039446091567370625,110,NVDA
2023-02-03,20.980164568929723,21.724461721839603,20.769363425697847,21.08007049560547,429366000,2022-11-16 16:20:00-05:00,78.0,2,4,1,2023,0,0,-0.028052897286768852,0.0414934961005979,111,NVDA
2023-02-06,20.78635048863154,21.549628903077547,20.7663689193781,21.06908416748047,452197000,2022-11-16 16:20:00-05:00,81.0,2,0,1,2023,0,0,-0.0005211713180603983,0.04073516423605626,112,NVDA
2023-02-07,21.361802552350117,22.237974946923938,21.130021348712052,22.152055740356445,664150000,2022-11-16 16:20:00-05:00,82.0,2,1,1,2023,0,0,0.05140097995087567,0.04082518170037195,113,NVDA
2023-02-08,22.365855944634315,22.85639335249941,21.987214177175577,22.18402862548828,559651000,2022-11-16 16:20:00-05:00,83.0,2,2,1,2023,0,0,0.0014433371559998687,0.03821885875293602,114,NVDA
2023-02-09,22.58465157727127,22.998260149633165,22.099110499332042,22.31590461730957,523876000,2022-11-16 16:20:00-05:00,84.0,2,3,1,2023,0,0,0.00594463674960144,0.03628280416315515,115,NVDA
2023-02-10,21.669512802115033,22.05714489108248,20.791343369117982,21.24491310119629,550737000,2022-11-16 16:20:00-05:00,85.0,2,4,1,2023,0,0,-0.047992296726459216,0.03586441041723775,116,NVDA
2023-02-13,21.51765784303239,22.027176385632682,20.94220165152023,21.76742172241211,474919000,2022-11-16 16:20:00-05:00,88.0,2,0,1,2023,0,0,0.024594528522048797,0.03610867115785822,117,NVDA
2023-02-14,21.557622296450752,23.02723385323085,21.34582260177609,22.949308395385742,675474000,2022-11-16 16:20:00-05:00,89.0,2,1,1,2023,0,0,0.054296126020140445,0.03796077325428703,118,NVDA
2023-02-15,22.52770321112583,22.8334139631762,22.08512271870245,22.74250030517578,420575000,2022-11-16 16:20:00-05:00,90.0,2,2,1,2023,0,0,-0.00901151732535621,0.03823391068511609,119,NVDA
2023-02-16,22.11209513056643,22.52870109732028,21.906290319529802,21.981220245361328,412026000,2022-11-16 16:20:00-05:00,91.0,2,3,1,2023,0,0,-0.033473894672926496,0.0395795212555074,120,NVDA
2023-02-17,21.6105702785936,21.719466582327403,20.95518972612229,21.367799758911133,465888000,2022-11-16 16:20:00-05:00,92.0,2,4,1,2023,0,0,-0.02790657113677053,0.03636841730940241,121,NVDA
2023-02-21,20.98016579111472,21.47369869665402,20.59852661530796,20.6354923248291,410015000,2022-11-16 16:20:00-05:00,96.0,2,1,1,2023,0,0,-0.03427154140082356,0.037920064119542116,122,NVDA
2023-02-22,20.687445203336978,21.084069639386776,20.401714095187934,20.734399795532227,513184000,2022-11-16 16:20:00-05:00,97.0,2,2,1,2023,0,0,0.004793075403590752,0.03262651196876998,123,NVDA
2023-02-23,23.417863675966604,23.865440536709627,23.003254689456554,23.641651153564453,1117995000,2023-02-22 16:50:00-05:00,0.0,2,3,1,2023,0,0,0.14021391439836473,0.04916661805508867,124,NVDA
2023-02-24,23.20306245553744,23.451827803324537,22.925325171391652,23.26400375366211,589716000,2023-02-22 16:50:00-05:00,1.0,2,4,1,2023,0,0,-0.015973816610749147,0.048602260456540695,125,NVDA
2023-02-27,23.64764464547648,23.857445393658914,23.431849045761055,23.478803634643555,452994000,2023-02-22 16:50:00-05:00,4.0,2,0,1,2023,0,0,0.00923314332545333,0.04853889034755759,126,NVDA
2023-02-28,23.349927442998144,23.8025006554153,23.18408384597794,23.194074630737305,455963000,2023-02-22 16:50:00-05:00,5.0,2,1,1,2023,1,0,-0.012127066111925933,0.047201657722025184,127,NVDA
2023-03-01,23.170098144653185,23.234038788808046,22.48674406262942,22.676565170288086,460026000,2023-02-22 16:50:00-05:00,6.0,3,2,1,2023,0,1,-0.022312140867366326,0.04773500966917623,128,NVDA
2023-03-02,22.466760694671414,23.35791648305723,22.410811925677443,23.29197883605957,389415000,2023-02-22 16:50:00-05:00,7.0,3,3,1,2023,0,0,0.027138751444501397,0.04818416176787262,129,NVDA
2023-03-03,23.29797225931085,23.877424330912085,23.108151194574255,23.867433547973633,412393000,2023-02-22 16:50:00-05:00,8.0,3,4,1,2023,0,0,0.024706132354163524,0.046008231361594445,130,NVDA
2023-03-06,23.868435128806954,24.225096378883002,23.46481548162868,23.531753540039062,437429000,2023-02-22 16:50:00-05:00,11.0,3,0,1,2023,0,0,-0.014064352887370624,0.046178086437064385,131,NVDA
2023-03-07,23.581713193015354,24.106305999392774,23.222990216472642,23.269954681396484,515154000,2023-02-22 16:50:00-05:00,12.0,3,1,1,2023,0,0,-0.011125344237399415,0.04424070523475286,132,NVDA
2023-03-08,23.468803202924352,24.181252063835192,23.405852285965068,24.16226577758789,513573000,2023-02-22 16:50:00-05:00,13.0,3,2,1,2023,0,0,0.03834606076413105,0.04514801614106482,133,NVDA
