Date,Open,High,Low,Close,Volume,last_earnings_date,days_since_earning,month,day_of_week,quarter,year,is_month_end,is_month_start,rolling_volatility,return_1d,cumulative_return,time_idx,AAPL_close,unique_id,sentiment
2023-08-23 00:00:00-04:00,176.9890180826326,179.99303161559698,176.80064510070915,179.56671142578125,52722800,2023-08-03 16:30:00-04:00,19.0,8,2,3,2023,0,0,2.115724509678538,0.021948905524676432,1821.2258780689706,13,179.56671142578125,AAPL,0
2023-08-24 00:00:00-04:00,179.12057292485625,179.54689311295104,174.50053343712446,174.86737060546875,54945800,2023-08-03 16:30:00-04:00,20.0,8,3,3,2023,0,0,2.1188930746851673,-0.0261704454183026,1773.5635856325664,14,174.86737060546875,AAPL,0
2023-08-25 00:00:00-04:00,175.85879974601767,177.6136093916348,174.31218067560857,177.0782470703125,51449600,2023-08-03 16:30:00-04:00,21.0,8,4,3,2023,0,0,2.1659618584527127,0.012643161827096128,1795.9870370563638,15,177.0782470703125,AAPL,0
2023-08-28 00:00:00-04:00,178.54552014147254,179.04123207376244,177.0187340463078,178.64466857910156,43820700,2023-08-03 16:30:00-04:00,24.0,8,0,3,2023,0,0,2.262227679226951,0.008845928479103815,1811.874209935562,16,178.64466857910156,AAPL,0
2023-08-29 00:00:00-04:00,178.15889276911417,183.31429463018617,177.96061099136716,182.54098510742188,53003900,2023-08-03 16:30:00-04:00,25.0,8,1,3,2023,0,0,3.142020829507825,0.021810427141826905,1851.3919603815168,17,182.54098510742188,AAPL,0
2023-08-30 00:00:00-04:00,183.35395983897268,186.23900735465395,183.1556780614674,186.04071044921875,60813900,2023-08-03 16:30:00-04:00,26.0,8,2,3,2023,0,0,4.339279002298052,0.019172271584583234,1886.8873498554651,18,186.04071044921875,AAPL,0
2023-08-31 00:00:00-04:00,186.22907807070516,187.49809956371718,185.8721648302999,186.25881958007812,60794500,2023-08-03 16:30:00-04:00,27.0,8,3,3,2023,1,0,4.76473126439544,0.0011723731345292254,1889.0994858923186,19,186.25881958007812,AAPL,0
2023-09-01 00:00:00-04:00,187.86493132785435,188.2912363685708,186.66530168187228,187.83518981933594,45732600,2023-08-03 16:30:00-04:00,28.0,9,4,3,2023,0,1,5.056550213319572,0.008463332060257622,1905.0875621362873,20,187.83518981933594,AAPL,0
2023-09-05 00:00:00-04:00,186.66529992482816,188.350717612699,186.00104769428793,188.0731201171875,45280000,2023-08-03 16:30:00-04:00,32.0,9,1,3,2023,0,0,5.124939050535385,0.0012666971406178895,1907.500731103872,21,188.0731201171875,AAPL,0
2023-09-06 00:00:00-04:00,186.78426205503195,187.2304149251444,179.91370149278592,181.3413543701172,81755800,2023-08-03 16:30:00-04:00,33.0,9,2,3,2023,0,0,4.689181496870758,-0.03579334326391659,1839.2249026592995,22,181.3413543701172,AAPL,0
2023-09-07 00:00:00-04:00,173.67766774803732,176.68169670899601,172.05173281818776,176.03726196289062,112488800,2023-08-03 16:30:00-04:00,34.0,9,3,3,2023,0,0,5.031784727296549,-0.029249215798845984,1785.429016578806,23,176.03726196289062,AAPL,0
2023-09-08 00:00:00-04:00,176.82045661878996,178.6942471635063,176.265246533602,176.6519012451172,65551300,2023-08-03 16:30:00-04:00,35.0,9,4,3,2023,0,0,4.7811745649412885,0.003491529437421814,1791.6628945486182,24,176.6519012451172,AAPL,0
2023-09-11 00:00:00-04:00,178.52571023294755,178.75373349578624,175.8191120741523,177.82179260253906,58953100,2023-08-03 16:30:00-04:00,38.0,9,0,3,2023,0,0,4.7003600424780725,0.006622580052498606,1803.5283254948577,25,177.82179260253906,AAPL,0
2023-09-12 00:00:00-04:00,177.95068488711692,178.58519559094336,173.32073699502078,174.7880401611328,90370200,2023-08-03 16:30:00-04:00,39.0,9,1,3,2023,0,0,5.15394281380095,-0.01706063355343168,1772.7589896303557,26,174.7880401611328,AAPL,0
2023-09-13 00:00:00-04:00,174.99623588192003,175.77946927367296,172.48793449989455,172.71597290039062,84267900,2023-08-03 16:30:00-04:00,40.0,9,2,3,2023,0,0,5.870692462287533,-0.01185474280066301,1751.7433877607245,27,172.71597290039062,AAPL,0
2023-09-14 00:00:00-04:00,172.507750907179,174.5897470555056,172.09135470309917,174.2328338623047,60895800,2023-08-03 16:30:00-04:00,41.0,9,3,3,2023,0,0,5.877225711628262,0.008782401166734344,1767.1279009332136,28,174.2328338623047,AAPL,0
2023-09-15 00:00:00-04:00,174.96648860625493,174.9863213204115,172.329312484714,173.50909423828125,109205100,2023-08-03 16:30:00-04:00,42.0,9,4,3,2023,0,0,5.644646313387587,-0.004153864733643764,1759.7874906656891,29,173.50909423828125,AAPL,0
2023-09-18 00:00:00-04:00,174.96648328990372,177.8416216381054,174.65914430549358,176.44371032714844,67257600,2023-08-03 16:30:00-04:00,45.0,9,0,3,2023,0,0,4.550001495989283,0.01691332723365524,1789.551352357011,30,176.44371032714844,AAPL,0
2023-09-19 00:00:00-04:00,175.99759154247158,178.08949677364237,175.61093679016653,177.5343017578125,51826900,2023-08-03 16:30:00-04:00,46.0,9,1,3,2023,0,0,2.50092545619649,0.006180959517581908,1800.6124968205636,31,177.5343017578125,AAPL,0
2023-09-20 00:00:00-04:00,177.72265814247962,178.1588871164402,173.89576095445636,173.98500061035156,58436200,2023-08-03 16:30:00-04:00,47.0,9,2,3,2023,0,0,1.763635453290122,-0.01999219932327667,1764.614292880144,32,173.98500061035156,AAPL,0
2023-09-21 00:00:00-04:00,173.05304760725463,174.78803946069445,172.36896268457267,172.4383544921875,63047900,2023-08-03 16:30:00-04:00,48.0,9,3,3,2023,0,0,1.9681382651735224,-0.008889537102269252,1748.9276886523912,33,172.4383544921875,AAPL,0
2023-09-22 00:00:00-04:00,173.17203432298646,175.5613698772793,172.55735626241975,173.29100036621094,56725400,2023-08-03 16:30:00-04:00,49.0,9,4,3,2023,0,0,1.9438160037718797,0.004944641675191042,1757.5755093885973,34,173.29100036621094,AAPL,0
2023-09-25 00:00:00-04:00,172.70604916227998,175.4522977411563,172.65647493916612,174.56993103027344,46172700,2023-08-03 16:30:00-04:00,52.0,9,0,3,2023,0,0,1.6008203092638156,0.007380248607023798,1770.5468535935017,35,174.56993103027344,AAPL,0
2023-09-26 00:00:00-04:00,173.3207639858642,173.6974948472255,170.18786027937264,170.48529052734375,64588900,2023-08-03 16:30:00-04:00,53.0,9,1,3,2023,0,0,1.998984641151213,-0.023398305073634607,1729.119058165957,36,170.48529052734375,AAPL,0
2023-09-27 00:00:00-04:00,171.13957384349305,171.55597002980713,167.60019869586014,168.96835327148438,66921800,2023-08-03 16:30:00-04:00,54.0,9,2,3,2023,0,0,2.5305298107902146,-0.008897760335611293,1713.7337711946584,37,168.96835327148438,AAPL,0
2023-09-28 00:00:00-04:00,167.88772217595067,170.5546549284134,166.18247183150447,169.2261505126953,56294400,2023-08-03 16:30:00-04:00,55.0,9,3,3,2023,0,0,2.8540958632356603,0.001525713165924758,1716.34843737226,38,169.2261505126953,AAPL,0
2023-09-29 00:00:00-04:00,170.54475018871184,171.58574835004075,168.87915010499984,169.74169921875,51814200,2023-08-03 16:30:00-04:00,56.0,9,4,3,2023,0,0,3.029315091555184,0.003046507318713809,1721.5773054481774,39,169.74169921875,AAPL,0
2023-10-02 00:00:00-04:00,169.75160169254372,172.80518912572896,169.46408028935463,172.25990295410156,52164500,2023-08-03 16:30:00-04:00,59.0,10,0,4,2023,0,0,2.723438445978259,0.01483550445731252,1747.1177732367619,40,172.25990295410156,AAPL,0
2023-10-03 00:00:00-04:00,170.78267952738358,172.14094058886474,169.35504178574476,170.92147827148438,49594600,2023-08-03 16:30:00-04:00,60.0,10,1,4,2023,0,0,2.0061631153893646,-0.007769798192524324,1733.5430207201398,41,170.92147827148438,AAPL,0
2023-10-04 00:00:00-04:00,169.62271803074952,172.71597100628938,169.50375199905025,172.17068481445312,53020300,2023-08-03 16:30:00-04:00,61.0,10,2,4,2023,0,0,1.8405780508595224,0.007308657493498627,1746.2128929088283,42,172.17068481445312,AAPL,0
2023-10-05 00:00:00-04:00,172.29955283135268,173.9453201351637,171.19907169783187,173.4099578857422,48527900,2023-08-03 16:30:00-04:00,62.0,10,3,4,2023,0,0,1.9247724831867659,0.0071979331012397285,1758.7820164925083,43,173.4099578857422,AAPL,0
2023-10-06 00:00:00-04:00,172.30947784007347,176.46354642551725,171.69478473153458,175.96783447265625,57224100,2023-08-03 16:30:00-04:00,63.0,10,4,4,2023,0,0,2.341800448072867,0.01475045965122379,1784.724859662079,44,175.96783447265625,AAPL,0
2023-10-09 00:00:00-04:00,175.29367439346143,177.51446959158443,174.2923416030924,177.45498657226562,42390800,2023-08-03 16:30:00-04:00,66.0,10,0,4,2023,0,0,2.8478273892002157,0.00845127238205845,1799.8080555781144,45,177.45498657226562,AAPL,0
2023-10-10 00:00:00-04:00,176.5726011495921,178.17870301308767,176.4238784890915,176.860107421875,43698000,2023-08-03 16:30:00-04:00,67.0,10,1,4,2023,0,0,3.1531377403376735,-0.003352281961084058,1793.7745914999862,46,176.860107421875,AAPL,0
2023-10-11 00:00:00-04:00,176.6717569025772,178.30761560829964,176.07691156880261,178.25804138183594,47551100,2023-08-03 16:30:00-04:00,68.0,10,2,4,2023,0,0,3.297344331470681,0.007904179073160655,1807.9529070880876,47,178.25804138183594,AAPL,0
2023-10-12 00:00:00-04:00,178.52572180730996,180.77624333047942,177.50454119898205,179.1602325439453,56743100,2023-08-03 16:30:00-04:00,69.0,10,3,4,2023,0,0,3.320495753922639,0.005061152670116309,1817.103232771241,48,179.1602325439453,AAPL,0
2023-10-13 00:00:00-04:00,179.8641290223829,180.3697497847248,176.61225971587282,177.31617736816406,51427100,2023-08-03 16:30:00-04:00,70.0,10,4,4,2023,0,0,2.924191222588743,-0.010292770608728352,1798.400206023948,49,177.31617736816406,AAPL,0
2023-10-16 00:00:00-04:00,175.23418002024147,177.5441995976702,174.99623283045386,177.18728637695312,52517000,2023-08-03 16:30:00-04:00,73.0,10,0,4,2023,0,0,2.750388127681515,-0.000726899221063837,1797.092950315028,50,177.18728637695312,AAPL,0
2023-10-17 00:00:00-04:00,175.1350405719026,176.88986525789463,173.3009152798367,175.63075256347656,57549400,2023-08-03 16:30:00-04:00,74.0,10,1,4,2023,0,0,2.1454594640427307,-0.008784681143347628,1781.3060617615527,51,175.63075256347656,AAPL,0
2023-10-18 00:00:00-04:00,174.07423592634754,176.0570840196497,173.60826541418712,174.33200073242188,54764400,2023-08-03 16:30:00-04:00,75.0,10,2,4,2023,0,0,1.7512461387570475,-0.0073947860047191005,1768.133684625917,52,174.33200073242188,AAPL,0
2023-10-19 00:00:00-04:00,174.53025852712355,176.31482459139443,173.68755728005698,173.9552459716797,59302900,2023-08-03 16:30:00-04:00,76.0,10,3,4,2023,0,0,1.6477755658610207,-0.002161133694097095,1764.312511344404,53,173.9552459716797,AAPL,0
2023-10-20 00:00:00-04:00,173.80652221036553,173.9155794449356,171.15942220172326,171.39736938476562,64189300,2023-08-03 16:30:00-04:00,77.0,10,4,4,2023,0,0,2.33636525355435,-0.014704222184426019,1738.3696681748331,54,171.39736938476562,AAPL,0
2023-10-23 00:00:00-04:00,169.4442697526279,172.51767489960218,168.4726633962427,171.51634216308594,55980100,2023-08-03 16:30:00-04:00,80.0,10,0,4,2023,0,0,2.6963034048834214,0.0006941342142376961,1739.5763300385063,55,171.51634216308594,AAPL,0
2023-10-24 00:00:00-04:00,171.5659057161436,172.18058368172586,169.97962145460033,171.9525604248047,43816600,2023-08-03 16:30:00-04:00,81.0,10,1,4,2023,0,0,2.874383275676842,0.0025433043651548193,1744.0006021122133,56,171.9525604248047,AAPL,0
2023-10-25 00:00:00-04:00,170.4059694558874,171.57584256593557,169.18650699014253,169.63265991210938,57157000,2023-08-03 16:30:00-04:00,82.0,10,2,4,2023,0,0,3.0971387799210133,-0.013491514793173454,1720.471392189513,57,169.63265991210938,AAPL,0
2023-10-26 00:00:00-04:00,168.9088912991807,169.91023915738614,164.24920182104776,165.458740234375,70625300,2023-08-03 16:30:00-04:00,83.0,10,3,4,2023,0,0,3.6451487868075954,-0.024605637144975434,1678.138097394987,58,165.458740234375,AAPL,0
2023-10-27 00:00:00-04:00,165.47858075180807,167.5110029440003,165.39926501775972,166.77734375,58499100,2023-08-03 16:30:00-04:00,84.0,10,4,4,2023,0,0,3.7290592259850355,0.007969379639644059,1691.5118169808777,59,166.77734375,AAPL,0
2023-10-30 00:00:00-04:00,167.57047708446643,169.70203248533966,167.42175441803172,168.82957458496094,51131000,2023-08-03 16:30:00-04:00,87.0,10,0,4,2023,0,0,3.2948012857441116,0.012305213578873486,1712.3262311600158,60,168.82957458496094,AAPL,0
2023-10-31 00:00:00-04:00,167.89764555846892,169.43434051981868,166.4600687836398,169.3054656982422,44846000,2023-08-03 16:30:00-04:00,88.0,10,1,4,2023,1,0,2.876601732143257,0.002818766288140928,1717.1528786147092,61,169.3054656982422,AAPL,0
2023-11-01 00:00:00-04:00,169.5334969755198,172.73579212701503,168.66103905073186,172.47802734375,56934900,2023-08-03 16:30:00-04:00,89.0,11,2,4,2023,0,1,2.638916365597603,0.018738684143619677,1749.3300640333775,62,172.47802734375,AAPL,0
2023-11-02 00:00:00-04:00,174.01474271477764,176.25535548295753,173.95525969593038,176.0471649169922,77334800,2023-08-03 16:30:00-04:00,90.0,11,3,4,2023,0,0,3.029782623113483,0.020693288462355186,1785.5294556642905,63,176.0471649169922,AAPL,0
2023-11-03 00:00:00-04:00,172.74570493436423,175.3035803991637,171.86333827281126,175.13502502441406,79763700,2023-11-02 16:30:00-04:00,0.0,11,4,4,2023,0,0,3.384556833781416,-0.005181224548593044,1776.2782266163667,64,175.13502502441406,AAPL,0
2023-11-06 00:00:00-05:00,174.86736758526175,177.8911986418375,174.69882732290304,177.6929168701172,63841300,2023-11-02 16:30:00-04:00,3.0,11,0,4,2023,0,0,4.046292000801312,0.014605255832444541,1802.2212245456997,65,177.6929168701172,AAPL,0
2023-11-07 00:00:00-05:00,177.64333789269085,180.87538968418906,177.4351473327296,180.26071166992188,70530000,2023-11-02 16:30:00-04:00,4.0,11,1,4,2023,0,0,4.941930033964043,0.014450743704554014,1828.264661560517,66,180.26071166992188,AAPL,0
2023-11-08 00:00:00-05:00,180.7861556902591,181.87671291239437,180.0326638382413,181.32151794433594,49340300,2023-11-02 16:30:00-04:00,5.0,11,2,4,2023,0,0,5.6139297004594395,0.005884844593072147,1839.0237149688062,67,181.32151794433594,AAPL,0
2023-11-09 00:00:00-05:00,181.39094357988108,182.54098393459674,180.2507968912838,180.8456573486328,53763500,2023-11-02 16:30:00-04:00,6.0,11,3,4,2023,0,0,5.317461249020072,-0.0026244022281415313,1834.197377033637,68,180.8456573486328,AAPL,0
2023-11-10 00:00:00-05:00,182.63256439705196,185.2136688107188,182.19576071339824,185.04489135742188,66133400,2023-11-02 16:30:00-04:00,7.0,11,4,4,2023,0,0,5.366248854869378,0.02321998808461201,1876.7874182731846,69,185.04489135742188,AAPL,0
2023-11-13 00:00:00-05:00,184.46913200851657,184.67759686655458,182.87083578949566,183.45654296875,43627500,2023-11-02 16:30:00-04:00,10.0,11,0,4,2023,0,0,4.962037280625514,-0.008583584107728304,1860.6778556161105,70,183.45654296875,AAPL,0
2023-11-14 00:00:00-05:00,186.33545119454976,186.74247420260892,184.9456350058848,186.0773468017578,60108400,2023-11-02 16:30:00-04:00,11.0,11,1,4,2023,0,0,4.444582793871725,0.014285692898149849,1887.2589280438303,71,186.0773468017578,AAPL,0
2023-11-15 00:00:00-05:00,186.4843631662735,188.12236184083608,186.414864785386,186.6431884765625,53790500,2023-11-02 16:30:00-04:00,12.0,11,2,4,2023,0,0,4.081425139184272,0.003040895006996891,1892.997884295029,72,186.6431884765625,AAPL,0
2023-11-16 00:00:00-05:00,188.19184420357837,189.57173837709286,187.27851922089127,188.33082580566406,54412900,2023-11-02 16:30:00-04:00,13.0,11,3,4,2023,0,0,4.187822569613279,0.009042051536284568,1910.1144687229023,73,188.33082580566406,AAPL,0
2023-11-17 00:00:00-05:00,188.8669158544037,188.99597562451044,187.19913643084107,188.3109893798828,50922700,2023-11-02 16:30:00-04:00,14.0,11,4,4,2023,0,0,3.659222296689258,-0.00010532755695402685,1909.9132810324093,74,188.3109893798828,AAPL,0
2023-11-20 00:00:00-05:00,188.50952517211448,190.51484429092645,188.4996033239707,190.0581817626953,46505100,2023-11-02 16:30:00-04:00,17.0,11,0,4,2023,0,0,3.450051215952247,0.009278228469650651,1927.633892811048,75,190.0581817626953,AAPL,0
2023-11-21 00:00:00-05:00,190.0184652287441,190.12766614172318,188.36060783923182,189.25405883789062,38134500,2023-11-02 16:30:00-04:00,18.0,11,1,4,2023,0,0,3.2325521926131873,-0.0042309303253711406,1919.4782081177407,76,189.25405883789062,AAPL,0
2023-11-22 00:00:00-05:00,190.09788874466753,191.52740733771327,189.4426832554431,189.919189453125,39617700,2023-11-02 16:30:00-04:00,19.0,11,2,4,2023,0,0,3.0046961048528487,0.003514485339540796,1926.2241861397385,77,189.919189453125,AAPL,0
2023-11-24 00:00:00-05:00,189.48239453680722,189.51217522879531,187.87417657801197,188.5889434814453,24048300,2023-11-02 16:30:00-04:00,21.0,11,4,4,2023,0,0,2.1882420952210215,-0.00700427363611944,1912.7323848555043,78,188.5889434814453,AAPL,0
2023-11-27 00:00:00-05:00,188.5393075690696,189.28385517880056,187.52671857843467,188.41024780273438,40552600,2023-11-02 16:30:00-04:00,24.0,11,0,4,2023,0,0,2.0084149110661342,-0.0009475405896661737,1910.9199932836848,79,188.41024780273438,AAPL,0
2023-11-28 00:00:00-05:00,188.4003202806091,189.690872461515,188.02307798905798,189.01580810546875,38415400,2023-11-02 16:30:00-04:00,25.0,11,1,4,2023,0,0,1.2762225250533032,0.0032140518352716807,1917.0617891951556,80,189.01580810546875,AAPL,0
2023-11-29 00:00:00-05:00,189.51216190888897,190.693513100917,187.5962001689742,187.9932861328125,43014200,2023-11-02 16:30:00-04:00,26.0,11,2,4,2023,0,0,0.9904563631572975,-0.005409716694625311,1906.6910280295183,81,187.9932861328125,AAPL,0
2023-11-30 00:00:00-05:00,188.45989087281944,188.93641225844013,186.82189215984647,188.569091796875,48794400,2023-11-02 16:30:00-04:00,27.0,11,3,4,2023,1,0,0.7014157255204008,0.0030629054681012846,1912.5310424052495,82,188.569091796875,AAPL,0
2023-12-01 00:00:00-05:00,188.94631294335792,190.1673666680402,187.85430382511626,189.84970092773438,45679300,2023-11-02 16:30:00-04:00,28.0,12,4,4,2023,0,1,0.7410216484121602,0.006791193183657285,1925.519410183965,83,189.84970092773438,AAPL,0
2023-12-04 00:00:00-05:00,188.59886103241988,188.66835941071503,186.08725507958516,188.0528564453125,43389500,2023-11-02 16:30:00-04:00,31.0,12,0,4,2023,0,0,0.7714434549350921,-0.009464563144641613,1907.2952101400458,84,188.0528564453125,AAPL,0
2023-12-05 00:00:00-05:00,188.82721483361496,192.98674157750665,188.79741899208386,192.0138702392578,66628400,2023-11-02 16:30:00-04:00,32.0,12,1,4,2023,0,0,1.204169358700863,0.02106330033384629,1947.469141976532,85,192.0138702392578,AAPL,0
2023-12-06 00:00:00-05:00,193.03636454966008,193.3441084564195,190.71337975554792,190.92185974121094,41089700,2023-11-02 16:30:00-04:00,33.0,12,2,4,2023,0,0,1.3268590736625918,-0.005687143833339681,1936.3936048551209,86,190.92185974121094,AAPL,0
2023-12-07 00:00:00-05:00,192.22233461466143,193.5823700079149,192.18261692775607,192.85768127441406,47477700,2023-11-02 16:30:00-04:00,34.0,12,3,4,2023,0,0,1.733923900778669,0.010139339391660451,1956.027356810588,87,192.85768127441406,AAPL,0
2023-12-08 00:00:00-05:00,192.7881840281593,194.56517940505597,192.26203828251843,194.28721618652344,53377300,2023-11-02 16:30:00-04:00,35.0,12,4,4,2023,0,0,2.222302059839656,0.007412382554134789,1970.526179865621,88,194.28721618652344,AAPL,0
2023-12-11 00:00:00-05:00,191.70612101402028,192.08336332058192,190.02840462687192,191.77560424804688,60943700,2023-11-02 16:30:00-04:00,38.0,12,0,4,2023,0,0,2.1759670671325164,-0.012927314456270378,1945.052568294185,89,191.77560424804688,AAPL,0
2023-12-12 00:00:00-05:00,191.67632450221151,193.30440121762786,190.32621099568146,193.2944793701172,52696900,2023-11-02 16:30:00-04:00,39.0,12,1,4,2023,0,0,2.26325035569265,0.00792006432739889,1960.4575097552474,90,193.2944793701172,AAPL,0
2023-12-13 00:00:00-05:00,193.67171305530522,196.56056130389416,193.43346752411227,196.52085876464844,70404200,2023-11-02 16:30:00-04:00,40.0,12,2,4,2023,0,0,2.6017909213585897,0.016691523757144777,1993.1805328542,91,196.52085876464844,AAPL,0
2023-12-14 00:00:00-05:00,196.58042720970235,198.16878635020208,194.73394853732478,196.66976928710938,66831600,2023-11-02 16:30:00-04:00,41.0,12,3,4,2023,0,0,2.736697062810337,0.0007577339290953944,1994.690833370756,92,196.66976928710938,AAPL,0
2023-12-15 00:00:00-05:00,196.09396456637802,196.95763485816647,195.56781885438525,196.13368225097656,128256700,2023-11-02 16:30:00-04:00,42.0,12,4,4,2023,0,0,2.7502119568561016,-0.0027258232827344075,1989.2536586552972,93,196.13368225097656,AAPL,0
2023-12-18 00:00:00-05:00,194.66443959475328,195.20052232582978,192.9768014723469,194.4658966064453,55751900,2023-11-02 16:30:00-04:00,45.0,12,0,4,2023,0,0,2.06539291358667,-0.008503310728634195,1972.3384166776787,94,194.4658966064453,AAPL,0
2023-12-19 00:00:00-05:00,194.73394198979324,195.5181921115413,194.46590061872467,195.50827026367188,40714100,2023-11-02 16:30:00-04:00,46.0,12,1,4,2023,0,0,2.0067078304561985,0.0053601874437454455,1982.9105202935712,95,195.50827026367188,AAPL,0
2023-12-20 00:00:00-05:00,195.46856356116558,196.24289187855894,193.4136199951172,193.4136199951172,52242800,2023-11-02 16:30:00-04:00,47.0,12,2,4,2023,0,0,1.6758496444154056,-0.010713870393972313,1961.6658739763016,96,193.4136199951172,AAPL,0
2023-12-21 00:00:00-05:00,194.67436895686498,195.64724016492798,192.09326476649224,193.26467895507812,46482500,2023-11-02 16:30:00-04:00,48.0,12,3,4,2023,0,0,1.6362024680969154,-0.0007700649005112359,1960.1552639402216,97,193.26467895507812,AAPL,0
2023-12-22 00:00:00-05:00,193.7610508645393,193.98938969071887,191.56712585784612,192.1925506591797,37122800,2023-11-02 16:30:00-04:00,49.0,12,4,4,2023,0,0,1.7973642819218265,-0.00554746113824367,1949.2813787885896,98,192.1925506591797,AAPL,0
2023-12-26 00:00:00-05:00,192.20247183256527,192.48043504376977,191.42814358023,191.64654541015625,28919300,2023-11-02 16:30:00-04:00,53.0,12,1,4,2023,0,0,1.8180400494453737,-0.0028409282625718735,1943.743610227884,99,191.64654541015625,AAPL,0
2023-12-27 00:00:00-05:00,191.09064392317032,192.0932959838613,189.70081253792972,191.74583435058594,48087700,2023-11-02 16:30:00-04:00,54.0,12,2,4,2023,0,0,1.9735604024732372,0.00051808364307937,1944.750631998683,100,191.74583435058594,AAPL,0
2023-12-28 00:00:00-05:00,192.72862541967714,193.24484932489418,191.76567598880632,192.17269897460938,34049900,2023-11-02 16:30:00-04:00,55.0,12,3,4,2023,0,0,1.8710135889049886,0.002226200248204524,1949.0800363383344,101,192.17269897460938,AAPL,0
2023-12-29 00:00:00-05:00,192.4903607097449,192.98672576072192,190.33613820624774,191.1303253173828,42628800,2023-11-02 16:30:00-04:00,56.0,12,4,4,2023,0,0,1.7145769517032377,-0.0054241505832433035,1938.5079327224419,102,191.1303253173828,AAPL,0
2024-01-02 00:00:00-05:00,185.78943757371047,187.07006792285642,182.55314280656535,184.29042053222656,82488700,2023-11-02 16:30:00-04:00,60.0,1,1,1,2024,0,0,3.026436478625753,-0.03578660149193069,1869.1353218451575,103,184.29042053222656,AAPL,0
2024-01-03 00:00:00-05:00,182.88074176951616,184.52867738484042,182.0964765011294,182.9105224609375,58414500,2023-11-02 16:30:00-04:00,61.0,1,2,1,2024,0,0,4.017022246633298,-0.007487627774161787,1855.139932295643,104,182.9105224609375,AAPL,0
