Date,Open,High,Low,Close,Volume,last_earnings_date,days_since_earning,month,day_of_week,quarter,year,is_month_end,is_month_start,rolling_volatility,return_1d,cumulative_return,time_idx,TSLA_close,unique_id,sentiment
2023-07-20 00:00:00-04:00,279.55999755859375,280.92999267578125,261.20001220703125,262.8999938964844,175158300,2023-07-19 16:05:00-04:00,0.0,7,3,3,2023,0,0,10.486106855665115,-0.09737009860008494,165.06902987434523,0,262.8999938964844,TSLA,0
2023-07-21 00:00:00-04:00,268.0,268.0,255.8000030517578,260.0199890136719,161050100,2023-07-19 16:05:00-04:00,1.0,7,4,3,2023,0,0,11.962837182098953,-0.010954754468143868,163.26073918177707,1,260.0199890136719,TSLA,0
2023-07-24 00:00:00-04:00,255.85000610351562,269.8500061035156,254.1199951171875,269.05999755859375,136508500,2023-07-19 16:05:00-04:00,4.0,7,0,3,2023,0,0,12.001060302956827,0.03476659075024635,168.93675848649264,2,269.05999755859375,TSLA,0
2023-07-25 00:00:00-04:00,272.3800048828125,272.8999938964844,265.0,265.2799987792969,112757300,2023-07-19 16:05:00-04:00,5.0,7,1,3,2023,0,0,12.372835365349356,-0.014048906614123058,166.56338174282325,3,265.2799987792969,TSLA,0
2023-07-26 00:00:00-04:00,263.25,268.0400085449219,261.75,264.3500061035156,95856200,2023-07-19 16:05:00-04:00,6.0,7,2,3,2023,0,0,12.896821208986335,-0.0035057022016762307,165.9794601287288,4,264.3500061035156,TSLA,0
2023-07-27 00:00:00-04:00,268.30999755859375,269.1300048828125,255.3000030517578,255.7100067138672,103697300,2023-07-19 16:05:00-04:00,7.0,7,3,3,2023,0,0,14.288524230671765,-0.032683938680391544,160.55459763167693,5,255.7100067138672,TSLA,0
2023-07-28 00:00:00-04:00,259.8599853515625,267.25,258.2300109863281,266.44000244140625,111446000,2023-07-19 16:05:00-04:00,8.0,7,4,3,2023,0,0,14.137978429109507,0.04196157931177735,167.29172211406905,6,266.44000244140625,TSLA,0
2023-07-31 00:00:00-04:00,267.4800109863281,269.0799865722656,263.7799987792969,267.42999267578125,84582200,2023-07-19 16:05:00-04:00,11.0,7,0,3,2023,1,0,12.57664771672777,0.00371562162326855,167.91331485414992,7,267.42999267578125,TSLA,0
2023-08-01 00:00:00-04:00,266.260009765625,266.4700012207031,260.25,261.07000732421875,83166000,2023-07-19 16:05:00-04:00,12.0,8,1,3,2023,0,1,9.587209981577717,-0.023781870118334214,163.92002220914955,8,261.07000732421875,TSLA,0
2023-08-02 00:00:00-04:00,255.57000732421875,259.5199890136719,250.49000549316406,254.11000061035156,101752900,2023-07-19 16:05:00-04:00,13.0,8,2,3,2023,0,0,4.929240074067597,-0.02665954157355066,159.54998956232737,9,254.11000061035156,TSLA,0
2023-08-03 00:00:00-04:00,252.0399932861328,260.489990234375,252.0,259.32000732421875,97569100,2023-07-19 16:05:00-04:00,14.0,8,3,3,2023,0,0,5.0368454646170715,0.020502958173047814,162.821236324834,10,259.32000732421875,TSLA,0
2023-08-04 00:00:00-04:00,260.9700012207031,264.7699890136719,253.11000061035156,253.86000061035156,99242600,2023-07-19 16:05:00-04:00,15.0,8,4,3,2023,0,0,5.679497190292571,-0.02105509239416581,159.3930201502823,11,253.86000061035156,TSLA,0
2023-08-07 00:00:00-04:00,251.4499969482422,253.64999389648438,242.75999450683594,251.4499969482422,111097900,2023-07-19 16:05:00-04:00,18.0,8,0,3,2023,0,0,5.858411922216402,-0.009493435973824349,157.8798327188111,12,251.4499969482422,TSLA,0
2023-08-08 00:00:00-04:00,247.4499969482422,250.9199981689453,245.00999450683594,249.6999969482422,96642200,2023-07-19 16:05:00-04:00,19.0,8,1,3,2023,0,0,6.322563850607474,-0.006959634206558429,156.78104683449553,13,249.6999969482422,TSLA,0
2023-08-09 00:00:00-04:00,250.8699951171875,251.10000610351562,241.89999389648438,242.19000244140625,101596300,2023-07-19 16:05:00-04:00,20.0,8,2,3,2023,0,0,7.713958148342867,-0.03007606967809695,152.06568914569627,14,242.19000244140625,TSLA,0
2023-08-10 00:00:00-04:00,245.39999389648438,251.8000030517578,243.0,245.33999633789062,109498600,2023-07-19 16:05:00-04:00,21.0,8,3,3,2023,0,0,8.4393191869377,0.013006292021680244,154.04349990520325,15,245.33999633789062,TSLA,0
2023-08-11 00:00:00-04:00,241.77000427246094,243.7899932861328,238.02000427246094,242.64999389648438,98866600,2023-07-19 16:05:00-04:00,22.0,8,4,3,2023,0,0,8.235298809065606,-0.01096438608281991,152.35450749869378,16,242.64999389648438,TSLA,0
2023-08-14 00:00:00-04:00,235.6999969482422,240.66000366210938,233.75,239.75999450683594,98595300,2023-07-19 16:05:00-04:00,25.0,8,0,3,2023,0,0,7.340553636958258,-0.011910156448968756,150.53994147867874,17,239.75999450683594,TSLA,0
2023-08-15 00:00:00-04:00,238.72999572753906,240.5,232.61000061035156,232.9600067138672,88197600,2023-07-19 16:05:00-04:00,26.0,8,1,3,2023,0,0,7.962833998934078,-0.028361644764614224,146.27038113557464,18,232.9600067138672,TSLA,0
2023-08-16 00:00:00-04:00,228.02000427246094,233.97000122070312,225.3800048828125,225.60000610351562,112484500,2023-07-19 16:05:00-04:00,27.0,8,2,3,2023,0,0,10.024563369322697,-0.03159340830287438,141.64920126174138,19,225.60000610351562,TSLA,0
2023-08-17 00:00:00-04:00,226.05999755859375,226.74000549316406,218.8300018310547,219.22000122070312,120718400,2023-07-19 16:05:00-04:00,28.0,8,3,3,2023,0,0,11.28257319442188,-0.028280162722535862,137.6433388005421,20,219.22000122070312,TSLA,0
2023-08-18 00:00:00-04:00,214.1199951171875,217.5800018310547,212.36000061035156,215.49000549316406,135813700,2023-07-19 16:05:00-04:00,29.0,8,4,3,2023,0,0,12.596439826886657,-0.017014851321818125,135.30135785541222,21,215.49000549316406,TSLA,0
2023-08-21 00:00:00-04:00,221.5500030517578,232.1300048828125,220.5800018310547,231.27999877929688,135702700,2023-07-19 16:05:00-04:00,32.0,8,0,3,2023,0,0,11.491610615701275,0.073274828918382,145.21554170469233,22,231.27999877929688,TSLA,0
2023-08-22 00:00:00-04:00,240.25,240.82000732421875,229.5500030517578,233.19000244140625,130597900,2023-07-19 16:05:00-04:00,33.0,8,1,3,2023,0,0,10.161242347233328,0.008258403978685713,146.41479031207336,23,233.19000244140625,TSLA,0
2023-08-23 00:00:00-04:00,229.33999633789062,238.97999572753906,229.2899932861328,236.86000061035156,101077600,2023-07-19 16:05:00-04:00,34.0,8,2,3,2023,0,0,9.74330009030977,0.01573823118710882,148.71910013121683,24,236.86000061035156,TSLA,0
2023-08-24 00:00:00-04:00,238.66000366210938,238.9199981689453,228.17999267578125,230.0399932861328,99777400,2023-07-19 16:05:00-04:00,35.0,8,3,3,2023,0,0,8.58975620301201,-0.02879341090367582,144.4369699719138,25,230.0399932861328,TSLA,0
2023-08-25 00:00:00-04:00,231.30999755859375,239.0,230.35000610351562,238.58999633789062,106612200,2023-07-19 16:05:00-04:00,36.0,8,4,3,2023,0,0,8.04084805620372,0.037167463490241914,149.80532577998608,26,238.58999633789062,TSLA,0
2023-08-28 00:00:00-04:00,242.5800018310547,244.3800048828125,235.35000610351562,238.82000732421875,107673700,2023-07-19 16:05:00-04:00,39.0,8,0,3,2023,0,0,7.922583258353988,0.0009640428763089126,149.9497445371374,27,238.82000732421875,TSLA,0
2023-08-29 00:00:00-04:00,238.5800018310547,257.4800109863281,237.77000427246094,257.17999267578125,134047600,2023-07-19 16:05:00-04:00,40.0,8,1,3,2023,0,0,11.67288042401031,0.07687791972402569,161.47756896030162,28,257.17999267578125,TSLA,0
2023-08-30 00:00:00-04:00,254.1999969482422,260.510009765625,250.58999633789062,256.8999938964844,121988400,2023-07-19 16:05:00-04:00,41.0,8,2,3,2023,0,0,13.614273048235214,-0.0010887269121663268,161.30176398526336,29,256.8999938964844,TSLA,0
2023-08-31 00:00:00-04:00,255.97999572753906,261.17999267578125,255.0500030517578,258.0799865722656,108861700,2023-07-19 16:05:00-04:00,42.0,8,3,3,2023,1,0,13.91230267737201,0.004593198535678855,162.0426550114029,30,258.0799865722656,TSLA,0
2023-09-01 00:00:00-04:00,257.260009765625,259.0799865722656,242.00999450683594,245.00999450683594,132272500,2023-07-19 16:05:00-04:00,43.0,9,4,3,2023,0,1,11.056743224856893,-0.05064318329763218,153.83629913162545,31,245.00999450683594,TSLA,0
2023-09-05 00:00:00-04:00,245.0,258.0,244.86000061035156,256.489990234375,129469600,2023-07-19 16:05:00-04:00,47.0,9,1,3,2023,0,0,11.064213784352264,0.046855214011356505,161.04433185015282,32,256.489990234375,TSLA,0
2023-09-06 00:00:00-04:00,255.13999938964844,255.38999938964844,245.05999755859375,251.9199981689453,116959800,2023-07-19 16:05:00-04:00,48.0,9,2,3,2023,0,0,10.385541750555022,-0.017817428513501543,158.1749359799081,33,251.9199981689453,TSLA,0
2023-09-07 00:00:00-04:00,245.07000732421875,252.80999755859375,243.27000427246094,251.49000549316406,115312900,2023-07-19 16:05:00-04:00,49.0,9,3,3,2023,0,0,9.814921465283584,-0.0017068620153485314,157.9049531899038,34,251.49000549316406,TSLA,0
2023-09-08 00:00:00-04:00,251.22000122070312,256.5199890136719,246.6699981689453,248.5,118367700,2023-07-19 16:05:00-04:00,50.0,9,4,3,2023,0,0,7.408084409320408,-0.01188916230408743,156.0275955728097,35,248.5,TSLA,0
2023-09-11 00:00:00-04:00,264.2699890136719,274.8500061035156,260.6099853515625,273.5799865722656,174667900,2023-07-19 16:05:00-04:00,53.0,9,0,3,2023,0,0,9.28835161993651,0.10092549928477124,171.77475855819787,36,273.5799865722656,TSLA,0
2023-09-12 00:00:00-04:00,270.760009765625,278.3900146484375,266.6000061035156,267.4800109863281,135999900,2023-07-19 16:05:00-04:00,54.0,9,1,3,2023,0,0,8.5455409866046,-0.022296863386701782,167.94472023334205,37,267.4800109863281,TSLA,0
2023-09-13 00:00:00-04:00,270.07000732421875,274.9800109863281,268.1000061035156,271.29998779296875,111673700,2023-07-19 16:05:00-04:00,55.0,9,2,3,2023,0,0,9.725529156016679,0.014281354305895722,170.34319828679895,38,271.29998779296875,TSLA,0
2023-09-14 00:00:00-04:00,271.32000732421875,276.7099914550781,270.4200134277344,276.0400085449219,107709800,2023-07-19 16:05:00-04:00,56.0,9,3,3,2023,0,0,11.234867887837288,0.017471511114000693,173.3193513688612,39,276.0400085449219,TSLA,0
2023-09-15 00:00:00-04:00,277.54998779296875,278.9800109863281,271.0,274.3900146484375,133422800,2023-07-19 16:05:00-04:00,57.0,9,4,3,2023,0,0,12.079107760953697,-0.005977372284481253,172.2833570816247,40,274.3900146484375,TSLA,0
2023-09-18 00:00:00-04:00,271.1600036621094,271.44000244140625,263.760009765625,265.2799987792969,101543300,2023-07-19 16:05:00-04:00,60.0,9,0,3,2023,0,0,10.591189275049796,-0.033200974462619715,166.56338174282328,41,265.2799987792969,TSLA,0
2023-09-19 00:00:00-04:00,264.3500061035156,267.8500061035156,261.20001220703125,266.5,103704000,2023-07-19 16:05:00-04:00,61.0,9,1,3,2023,0,0,10.308876437104928,0.004598918977371191,167.32939324005548,42,266.5,TSLA,0
2023-09-20 00:00:00-04:00,267.0400085449219,273.92999267578125,262.4599914550781,262.5899963378906,122514600,2023-07-19 16:05:00-04:00,62.0,9,2,3,2023,0,0,9.352984309739197,-0.014671683535119606,164.8743893363138,43,262.5899963378906,TSLA,0
2023-09-21 00:00:00-04:00,257.8500061035156,260.8599853515625,254.2100067138672,255.6999969482422,119531000,2023-07-19 16:05:00-04:00,63.0,9,3,3,2023,0,0,8.714497795037019,-0.026238620989897266,160.5483127235775,44,255.6999969482422,TSLA,0
2023-09-22 00:00:00-04:00,257.3999938964844,257.7900085449219,244.47999572753906,244.8800048828125,127524100,2023-07-19 16:05:00-04:00,64.0,9,4,3,2023,0,0,9.562430204691067,-0.042315182614647506,153.7546815522058,45,244.8800048828125,TSLA,0
2023-09-25 00:00:00-04:00,243.3800048828125,247.10000610351562,238.30999755859375,246.99000549316406,104636600,2023-07-19 16:05:00-04:00,67.0,9,0,3,2023,0,0,10.771170295833814,0.008616467528091087,155.07950377309237,46,246.99000549316406,TSLA,0
2023-09-26 00:00:00-04:00,242.97999572753906,249.5500030517578,241.66000366210938,244.1199951171875,101993600,2023-07-19 16:05:00-04:00,68.0,9,1,3,2023,0,0,12.16256074730021,-0.011619945391094011,153.27748840797108,47,244.1199951171875,TSLA,0
2023-09-27 00:00:00-04:00,244.25999450683594,245.3300018310547,234.5800018310547,240.5,136597200,2023-07-19 16:05:00-04:00,69.0,9,2,3,2023,0,0,13.068340624400095,-0.014828753029631048,151.00457438736714,48,240.5,TSLA,0
2023-09-28 00:00:00-04:00,240.02000427246094,247.5500030517578,238.64999389648438,246.3800048828125,117058900,2023-07-19 16:05:00-04:00,70.0,9,3,3,2023,0,0,11.741613259746536,0.02444908475181906,154.69649802447626,49,246.3800048828125,TSLA,0
2023-09-29 00:00:00-04:00,250.0,254.77000427246094,246.35000610351562,250.22000122070312,128346200,2023-07-19 16:05:00-04:00,71.0,9,4,3,2023,0,0,9.523884584843735,0.015585665483353939,157.10754589413207,50,250.22000122070312,TSLA,0
2023-10-02 00:00:00-04:00,244.80999755859375,254.27999877929688,242.6199951171875,251.60000610351562,123810400,2023-07-19 16:05:00-04:00,74.0,10,0,4,2023,0,0,8.367082136016341,0.005515166158101437,157.97402011442975,51,251.60000610351562,TSLA,0
2023-10-03 00:00:00-04:00,248.61000061035156,250.02000427246094,244.4499969482422,246.52999877929688,101985300,2023-07-19 16:05:00-04:00,75.0,10,1,4,2023,0,0,6.393108711970344,-0.020151062008054166,154.7906758394423,52,246.52999877929688,TSLA,0
2023-10-04 00:00:00-04:00,248.13999938964844,261.8599853515625,247.60000610351562,261.1600036621094,129721600,2023-07-19 16:05:00-04:00,76.0,10,2,4,2023,0,0,6.061532765744266,0.05934371052307452,163.9765288981292,53,261.1600036621094,TSLA,0
2023-10-05 00:00:00-04:00,260.0,263.6000061035156,256.25,260.04998779296875,119159200,2023-07-19 16:05:00-04:00,77.0,10,3,4,2023,0,0,6.730280049739939,-0.00425032873937603,163.27957474477037,54,260.04998779296875,TSLA,0
2023-10-06 00:00:00-04:00,253.97999572753906,261.6499938964844,250.64999389648438,260.5299987792969,117947000,2023-07-19 16:05:00-04:00,78.0,10,4,4,2023,0,0,7.39022165696294,0.001845841218459432,163.5809629139668,55,260.5299987792969,TSLA,0
2023-10-09 00:00:00-04:00,255.30999755859375,261.3599853515625,252.0500030517578,259.6700134277344,101377900,2023-07-19 16:05:00-04:00,81.0,10,0,4,2023,0,0,7.7417936510925704,-0.003300907210654902,163.04099733395822,56,259.6700134277344,TSLA,0
2023-10-10 00:00:00-04:00,257.75,268.94000244140625,257.6499938964844,263.6199951171875,122656000,2023-07-19 16:05:00-04:00,82.0,10,1,4,2023,0,0,7.967706291365906,0.015211543440507347,165.52110254748737,57,263.6199951171875,TSLA,0
2023-10-11 00:00:00-04:00,266.20001220703125,268.6000061035156,260.8999938964844,262.989990234375,103706300,2023-07-19 16:05:00-04:00,83.0,10,2,4,2023,0,0,6.816479433705925,-0.002389822071472425,165.12553656332494,58,262.989990234375,TSLA,0
2023-10-12 00:00:00-04:00,262.9200134277344,265.4100036621094,256.6300048828125,258.8699951171875,111508100,2023-07-19 16:05:00-04:00,84.0,10,3,4,2023,0,0,5.88220114238052,-0.015665976919941982,162.53868371863086,59,258.8699951171875,TSLA,0
2023-10-13 00:00:00-04:00,258.8999938964844,259.6000061035156,250.22000122070312,251.1199951171875,102073800,2023-07-19 16:05:00-04:00,85.0,10,4,4,2023,0,0,5.763722714264431,-0.02993780718577166,157.67263194523338,60,251.1199951171875,TSLA,0
2023-10-16 00:00:00-04:00,250.0500030517578,255.39999389648438,248.47999572753906,253.9199981689453,88917200,2023-07-19 16:05:00-04:00,88.0,10,0,4,2023,0,0,5.5369846760782035,0.01115006015531006,159.4306912762688,61,253.9199981689453,TSLA,0
2023-10-17 00:00:00-04:00,250.10000610351562,257.17999267578125,247.0800018310547,254.85000610351562,93562900,2023-07-19 16:05:00-04:00,89.0,10,1,4,2023,0,0,4.0814713707306165,0.0036626021631882555,160.01462247101585,62,254.85000610351562,TSLA,0
2023-10-18 00:00:00-04:00,252.6999969482422,254.6300048828125,242.0800018310547,242.67999267578125,125147800,2023-07-19 16:05:00-04:00,90.0,10,2,4,2023,0,0,6.3731244003773,-0.04775363208267347,152.37334306168708,63,242.67999267578125,TSLA,0
2023-10-19 00:00:00-04:00,225.9499969482422,230.61000061035156,216.77999877929688,220.11000061035156,170772700,2023-10-18 16:08:00-04:00,0.0,10,3,4,2023,0,0,13.098006584470195,-0.09300310180733784,138.20214952419659,64,220.11000061035156,TSLA,0
2023-10-20 00:00:00-04:00,217.00999450683594,218.86000061035156,210.4199981689453,211.99000549316406,137734000,2023-10-18 16:08:00-04:00,1.0,10,4,4,2023,0,0,18.004951175191575,-0.036890623300491754,133.1037860867812,65,211.99000549316406,TSLA,0
2023-10-23 00:00:00-04:00,210.0,216.97999572753906,202.50999450683594,212.0800018310547,150683400,2023-10-18 16:08:00-04:00,4.0,10,0,4,2023,0,0,20.665234413077254,0.0004245310418349302,133.1602927757608,66,212.0800018310547,TSLA,0
2023-10-24 00:00:00-04:00,216.5,222.0500030517578,214.11000061035156,216.52000427246094,118231100,2023-10-18 16:08:00-04:00,5.0,10,1,4,2023,0,0,20.86634369664762,0.02093550737020089,135.94807106658587,67,216.52000427246094,TSLA,0
2023-10-25 00:00:00-04:00,215.8800048828125,220.10000610351562,212.1999969482422,212.4199981689453,107065100,2023-10-18 16:08:00-04:00,6.0,10,2,4,2023,0,0,20.397788203433038,-0.018935922882932887,133.3737688767855,68,212.4199981689453,TSLA,0
2023-10-26 00:00:00-04:00,211.32000732421875,214.8000030517578,204.8800048828125,205.75999450683594,115112600,2023-10-18 16:08:00-04:00,7.0,10,3,4,2023,0,0,19.954832893796805,-0.031352997455599385,129.19210144054796,69,205.75999450683594,TSLA,0
2023-10-27 00:00:00-04:00,210.60000610351562,212.41000366210938,205.77000427246094,207.3000030517578,94881200,2023-10-18 16:08:00-04:00,8.0,10,4,4,2023,0,0,19.14390678317084,0.00748448962886572,130.1590383839111,70,207.3000030517578,TSLA,0
2023-10-30 00:00:00-04:00,209.27999877929688,210.8800048828125,194.6699981689453,197.36000061035156,136448200,2023-10-18 16:08:00-04:00,11.0,10,0,4,2023,0,0,17.531473486162575,-0.04794984223383958,123.9179330280943,71,197.36000061035156,TSLA,0
2023-10-31 00:00:00-04:00,196.1199951171875,202.8000030517578,194.07000732421875,200.83999633789062,118068300,2023-10-18 16:08:00-04:00,12.0,10,1,4,2023,1,0,12.572306183462013,0.017632730628176496,126.1029445611791,72,200.83999633789062,TSLA,0
2023-11-01 00:00:00-04:00,204.0399932861328,205.99000549316406,197.85000610351562,205.66000366210938,121661700,2023-10-18 16:08:00-04:00,13.0,11,2,4,2023,0,1,6.965979197889319,0.023999240251476817,129.1293194241215,73,205.66000366210938,TSLA,0
2023-11-02 00:00:00-04:00,212.97000122070312,219.1999969482422,211.4499969482422,218.50999450683594,125987600,2023-10-18 16:08:00-04:00,14.0,11,3,4,2023,0,0,6.695674212645417,0.06248172039245192,137.19754145484706,74,218.50999450683594,TSLA,0
2023-11-03 00:00:00-04:00,221.14999389648438,226.3699951171875,218.39999389648438,219.9600067138672,119281000,2023-10-18 16:08:00-04:00,15.0,11,4,4,2023,0,0,7.533662509911984,0.006635907937775798,138.1079717092306,75,219.9600067138672,TSLA,0
