Date,Open,High,Low,Close,Volume,last_earnings_date,days_since_earning,month,day_of_week,quarter,year,is_month_end,is_month_start,rolling_volatility,return_1d,cumulative_return,time_idx,unique_id
2022-08-18,306.0,306.5,301.85333251953125,302.8699951171875,47500500,2022-07-20 16:07:00-04:00,28.0,8,3,3,2022,0,0,9.168174901393268,-0.0037062197211366055,190.16530023856487,20,TSLA
2022-08-19,299.0,300.3599853515625,292.5,296.6666564941406,61395300,2022-07-20 16:07:00-04:00,29.0,8,4,3,2022,0,0,8.684215806282188,-0.020481852686155544,186.27036257306005,21,TSLA
2022-08-22,291.913330078125,292.3999938964844,286.2966613769531,289.913330078125,55843200,2022-07-20 16:07:00-04:00,32.0,8,0,3,2022,0,0,8.731235414291822,-0.022764022407583906,182.03009986557814,22,TSLA
2022-08-23,291.4533386230469,298.82666015625,287.92333984375,296.4533386230469,63984900,2022-07-20 16:07:00-04:00,33.0,8,1,3,2022,0,0,7.247695889003128,0.0225584954757323,186.13642504984287,23,TSLA
2022-08-24,297.5633239746094,303.64666748046875,296.5,297.0966796875,57259800,2022-07-20 16:07:00-04:00,34.0,8,2,3,2022,0,0,7.116699624162825,0.002170125887066332,186.54036452436952,24,TSLA
2022-08-25,302.3599853515625,302.9599914550781,291.6000061035156,296.07000732421875,53230000,2022-07-20 16:07:00-04:00,35.0,8,3,3,2022,0,0,5.8056667645436155,-0.003455684406709514,185.89573989546076,25,TSLA
2022-08-26,297.42999267578125,302.0,287.4700012207031,288.0899963378906,57163900,2022-07-20 16:07:00-04:00,36.0,8,4,3,2022,0,0,6.900137570611433,-0.026953121859416895,180.88526936491195,26,TSLA
2022-08-29,282.8299865722656,287.739990234375,280.70001220703125,284.82000732421875,41864700,2022-07-20 16:07:00-04:00,39.0,8,0,3,2022,0,0,7.059648790632238,-0.01135058160727187,178.83211635343216,27,TSLA
2022-08-30,287.8699951171875,288.4800109863281,272.6499938964844,277.70001220703125,50541800,2022-07-20 16:07:00-04:00,40.0,8,1,3,2022,0,0,8.186757900818796,-0.0249982267189629,174.3616305641971,28,TSLA
2022-08-31,280.6199951171875,281.25,271.80999755859375,275.6099853515625,52107300,2022-07-20 16:07:00-04:00,41.0,8,2,3,2022,1,0,8.975189667126198,-0.007526203685978228,173.04934941755167,29,TSLA
2022-09-01,272.5799865722656,277.5799865722656,266.1499938964844,277.1600036621094,54287000,2022-07-20 16:07:00-04:00,42.0,9,3,3,2022,0,1,8.726179299632728,0.005623955563764049,174.02257126901426,30,TSLA
2022-09-02,281.07000732421875,282.3500061035156,269.0799865722656,270.2099914550781,50890100,2022-07-20 16:07:00-04:00,43.0,9,4,3,2022,0,0,9.74378168560667,-0.02507581222110289,169.65881394963895,31,TSLA
2022-09-06,272.67999267578125,275.989990234375,265.739990234375,274.4200134277344,55860000,2022-07-20 16:07:00-04:00,47.0,9,1,3,2022,0,0,10.154040069665456,0.015580556255471167,172.30219264461783,32,TSLA
2022-09-07,273.1000061035156,283.8399963378906,272.2699890136719,283.70001220703125,50028900,2022-07-20 16:07:00-04:00,48.0,9,2,3,2022,0,0,9.1325753794317,0.03381677109982606,178.128896453279,33,TSLA
2022-09-08,281.29998779296875,289.5,279.760009765625,289.260009765625,53713100,2022-07-20 16:07:00-04:00,49.0,9,3,3,2022,0,0,8.006493850034007,0.01959815762903916,181.61989464425716,34,TSLA
2022-09-09,291.6700134277344,299.8500061035156,291.25,299.67999267578125,54338100,2022-07-20 16:07:00-04:00,50.0,9,4,3,2022,0,0,8.771078817144607,0.03602289482946186,188.16236900796517,35,TSLA
2022-09-12,300.7200012207031,305.489990234375,300.3999938964844,304.4200134277344,48674600,2022-07-20 16:07:00-04:00,53.0,9,0,3,2022,0,0,11.201018959004394,0.01581694096302666,191.13852209002738,36,TSLA
2022-09-13,292.8999938964844,297.3999938964844,290.3999938964844,292.1300048828125,68229600,2022-07-20 16:07:00-04:00,54.0,9,1,3,2022,0,0,11.51646922299925,-0.04037188096320543,183.4219004287258,37,TSLA
2022-09-14,292.239990234375,306.0,291.6400146484375,302.6099853515625,72628700,2022-07-20 16:07:00-04:00,55.0,9,2,3,2022,0,0,12.547153953958883,0.03587437200418364,190.00204591842024,38,TSLA
2022-09-15,301.8299865722656,309.1199951171875,300.7200012207031,303.75,64795500,2022-07-20 16:07:00-04:00,56.0,9,3,3,2022,0,0,12.879898242388784,0.003767273730617582,190.71783563477229,39,TSLA
2022-09-16,299.6099853515625,303.7099914550781,295.6000061035156,303.3500061035156,87087800,2022-07-20 16:07:00-04:00,57.0,9,4,3,2022,0,0,12.700500792651397,-0.0013168523341049454,190.46668840776118,40,TSLA
2022-09-19,300.0899963378906,309.8399963378906,297.79998779296875,309.07000732421875,60231200,2022-07-20 16:07:00-04:00,60.0,9,0,3,2022,0,0,11.004340956006377,0.018856110452001085,194.0581493218048,41,TSLA
2022-09-20,306.9100036621094,313.3299865722656,305.5799865722656,308.7300109863281,61642800,2022-07-20 16:07:00-04:00,61.0,9,1,3,2022,0,0,8.512076102207613,-0.0011000625419275156,193.8446732207801,42,TSLA
2022-09-21,308.2900085449219,313.79998779296875,300.6300048828125,300.79998779296875,62555700,2022-07-20 16:07:00-04:00,62.0,9,2,3,2022,0,0,6.4039419788017256,-0.025685948599634356,188.8655889081182,43,TSLA
2022-09-22,299.8599853515625,301.2900085449219,285.82000732421875,288.5899963378906,70545400,2022-07-20 16:07:00-04:00,63.0,9,3,3,2022,0,0,6.546749803108279,-0.040591728559117746,181.19920818900195,44,TSLA
2022-09-23,283.0899963378906,284.5,272.82000732421875,275.3299865722656,63748400,2022-07-20 16:07:00-04:00,64.0,9,4,3,2022,0,0,10.535112796846636,-0.04594757245188685,172.87354444251326,45,TSLA
2022-09-26,271.8299865722656,284.0899963378906,270.30999755859375,276.010009765625,58076900,2022-07-20 16:07:00-04:00,67.0,9,0,3,2022,0,0,12.518500272098082,0.0024698479153155706,173.30051580586783,46,TSLA
2022-09-27,283.8399963378906,288.6700134277344,277.510009765625,282.94000244140625,61925200,2022-07-20 16:07:00-04:00,68.0,9,1,3,2022,0,0,13.158169208623235,0.02510775852537339,177.65170330904422,47,TSLA
2022-09-28,283.0799865722656,289.0,277.57000732421875,287.80999755859375,54664800,2022-07-20 16:07:00-04:00,69.0,9,2,3,2022,0,0,13.053776898888293,0.017212112374233923,180.70946438987355,48,TSLA
2022-09-29,282.760009765625,283.6499938964844,265.7799987792969,268.2099914550781,77620600,2022-07-20 16:07:00-04:00,70.0,9,3,3,2022,0,0,14.725758650382726,-0.06810050474193607,168.40305865327824,49,TSLA
2022-09-30,266.1499938964844,275.57000732421875,262.4700012207031,265.25,67726600,2022-07-20 16:07:00-04:00,71.0,9,4,3,2022,1,0,15.801586678809295,-0.011036096899372572,166.54454617982992,50,TSLA
2022-10-03,254.5,255.16000366210938,241.00999450683594,242.39999389648438,98363500,2022-07-20 16:07:00-04:00,74.0,10,0,4,2022,0,0,18.879714382539763,-0.08614516909902215,152.19753808664856,51,TSLA
2022-10-04,250.52000427246094,257.5,242.00999450683594,249.44000244140625,109578500,2022-07-20 16:07:00-04:00,75.0,10,1,4,2022,0,0,18.00728162264224,0.029042940273044104,156.61780209500344,52,TSLA
2022-10-05,245.00999450683594,246.6699981689453,233.27000427246094,240.80999755859375,86982700,2022-07-20 16:07:00-04:00,76.0,10,2,4,2022,0,0,17.960397211497206,-0.034597517632881325,151.19921492539845,53,TSLA
2022-10-06,239.44000244140625,244.5800018310547,235.35000610351562,238.1300048828125,69298400,2022-07-20 16:07:00-04:00,77.0,10,3,4,2022,0,0,18.51256288467809,-0.011129075632041241,149.51650742698843,54,TSLA
2022-10-07,233.94000244140625,234.57000732421875,222.02000427246094,223.07000732421875,83916800,2022-07-20 16:07:00-04:00,78.0,10,4,4,2022,0,0,21.641886082914993,-0.06324275500689214,140.06067157829722,55,TSLA
2022-10-10,223.92999267578125,226.99000549316406,218.36000061035156,222.9600067138672,67925000,2022-07-20 16:07:00-04:00,81.0,10,0,4,2022,0,0,23.032427064849696,-0.0004931214719139376,139.99160465377128,56,TSLA
2022-10-11,220.9499969482422,225.75,215.0,216.5,77013200,2022-07-20 16:07:00-04:00,82.0,10,1,4,2022,0,0,22.729146589623813,-0.02897383620084637,135.93551083103927,57,TSLA
2022-10-12,215.3300018310547,219.3000030517578,211.50999450683594,217.24000549316406,66860700,2022-07-20 16:07:00-04:00,83.0,10,2,4,2022,0,0,18.72039323794655,0.003418039229395209,136.40014373972764,58,TSLA
2022-10-13,208.3000030517578,222.99000549316406,206.22000122070312,221.72000122070312,91483000,2022-07-20 16:07:00-04:00,84.0,10,3,4,2022,0,0,16.081825584448893,0.020622332969329804,139.21303292099276,59,TSLA
2022-10-14,224.00999450683594,226.25999450683594,204.16000366210938,204.99000549316406,94124500,2022-07-20 16:07:00-04:00,85.0,10,4,4,2022,0,0,14.14067377289591,-0.07545550981161053,128.70864254951874,60,TSLA
2022-10-17,210.0399932861328,221.86000061035156,209.4499969482422,219.35000610351562,79428800,2022-07-20 16:07:00-04:00,88.0,10,0,4,2022,0,0,13.338869647595786,0.07005219876844393,137.72496596061424,61,TSLA
2022-10-18,229.5,229.82000732421875,217.25,220.19000244140625,75891900,2022-07-20 16:07:00-04:00,89.0,10,1,4,2022,0,0,10.361380304131847,0.003829479437051919,138.25238088572908,62,TSLA
2022-10-19,219.8000030517578,222.92999267578125,217.77999877929688,222.0399932861328,66571500,2022-07-20 16:07:00-04:00,90.0,10,2,4,2022,0,0,8.136325170606721,0.008401793106927569,139.41394878647114,63,TSLA
2022-10-20,208.27999877929688,215.5500030517578,202.0,207.27999877929688,117798100,2022-10-19 16:07:00-04:00,0.0,10,3,4,2022,0,0,6.428406254836201,-0.0664744863679374,130.14647814836454,64,TSLA
2022-10-21,206.4199981689453,214.66000366210938,203.8000030517578,214.44000244140625,75713800,2022-10-19 16:07:00-04:00,1.0,10,4,4,2022,0,0,6.176995444735651,0.03454266549727758,134.64208440869223,65,TSLA
2022-10-24,205.82000732421875,213.5,198.58999633789062,211.25,100446800,2022-10-19 16:07:00-04:00,4.0,10,0,4,2022,0,0,5.958380799881877,-0.014875967194030837,132.63915317809258,66,TSLA
2022-10-25,210.10000610351562,224.35000610351562,210.0,222.4199981689453,96507900,2022-10-19 16:07:00-04:00,5.0,10,1,4,2022,0,0,6.349999427536126,0.05287573097725584,139.65254535858844,67,TSLA
2022-10-26,219.39999389648438,230.60000610351562,218.1999969482422,224.63999938964844,85012500,2022-10-19 16:07:00-04:00,6.0,10,2,4,2022,0,0,6.905527582070636,0.009981122376490958,141.04643450400096,68,TSLA
2022-10-27,229.77000427246094,233.80999755859375,222.85000610351562,225.08999633789062,61638800,2022-10-19 16:07:00-04:00,7.0,10,3,4,2022,0,0,7.244484926236119,0.00200319154854367,141.3289775295516,69,TSLA
2022-10-28,225.39999389648438,228.86000061035156,216.35000610351562,228.52000427246094,69152400,2022-10-19 16:07:00-04:00,8.0,10,4,4,2022,0,0,6.645753461751306,0.015238384603380561,143.48260284474944,70,TSLA
2022-10-31,226.19000244140625,229.85000610351562,221.94000244140625,227.5399932861328,61554300,2022-10-19 16:07:00-04:00,11.0,10,0,4,2022,1,0,7.110597686245858,-0.004288512900427199,142.86727585146286,71,TSLA
2022-11-01,234.0500030517578,237.39999389648438,227.27999877929688,227.82000732421875,62688800,2022-10-19 16:07:00-04:00,12.0,11,1,4,2022,0,1,7.491747056589001,0.0012306146011606955,143.04309040715373,72,TSLA
2022-11-02,226.0399932861328,227.8699951171875,214.82000732421875,214.97999572753906,63070300,2022-10-19 16:07:00-04:00,13.0,11,2,4,2022,0,0,7.722833709231009,-0.05636033352596026,134.98113412322246,73,TSLA
2022-11-03,211.36000061035156,221.1999969482422,210.13999938964844,215.30999755859375,56538800,2022-10-19 16:07:00-04:00,14.0,11,3,4,2022,0,0,6.533139250036601,0.0015350350619269815,135.18833489680028,74,TSLA
2022-11-04,222.60000610351562,223.8000030517578,203.0800018310547,207.47000122070312,98622200,2022-10-19 16:07:00-04:00,15.0,11,4,4,2022,0,0,7.616563210631668,-0.03641259777431871,130.2657764344232,75,TSLA
2022-11-07,208.64999389648438,208.89999389648438,196.66000366210938,197.0800018310547,93916500,2022-10-19 16:07:00-04:00,18.0,11,0,4,2022,0,0,10.355227271795298,-0.05007952633400592,123.74212805305578,76,TSLA
2022-11-08,194.02000427246094,195.1999969482422,186.75,191.3000030517578,128803400,2022-10-19 16:07:00-04:00,19.0,11,1,4,2022,0,0,13.454612877961367,-0.02932818513088775,120.11299601302574,77,TSLA
2022-11-09,190.77999877929688,195.88999938964844,177.1199951171875,177.58999633789062,127062700,2022-10-19 16:07:00-04:00,20.0,11,2,4,2022,0,0,17.65784522610825,-0.07166757185130745,111.50478924098641,78,TSLA
2022-11-10,189.89999389648438,191.0,180.02999877929688,190.72000122070312,132703000,2022-10-19 16:07:00-04:00,21.0,11,3,4,2022,0,0,18.010416602927982,0.07393437216942544,119.74882582740285,79,TSLA
2022-11-11,186.0,196.52000427246094,182.58999633789062,195.97000122070312,114403600,2022-10-19 16:07:00-04:00,22.0,11,4,4,2022,0,0,16.753786610863784,0.027527264924482875,123.04518348034954,80,TSLA
2022-11-14,192.77000427246094,195.72999572753906,186.33999633789062,190.9499969482422,92226600,2022-10-19 16:07:00-04:00,25.0,11,0,4,2022,0,0,15.095219374188044,-0.02561618738169713,119.8932350039016,81,TSLA
2022-11-15,195.8800048828125,200.82000732421875,192.05999755859375,194.4199981689453,91293800,2022-10-19 16:07:00-04:00,26.0,11,1,4,2022,0,0,11.821861183077122,0.018172303095892017,122.0719712095395,82,TSLA
2022-11-16,191.50999450683594,192.57000732421875,185.66000366210938,186.9199981689453,66567600,2022-10-19 16:07:00-04:00,27.0,11,2,4,2022,0,0,10.487510562754908,-0.03857627852399581,117.36288884818711,83,TSLA
2022-11-17,183.9600067138672,186.16000366210938,180.89999389648438,183.1699981689453,64336000,2022-10-19 16:07:00-04:00,28.0,11,3,4,2022,0,0,8.161251942800623,-0.020062058831236462,115.00834766751092,84,TSLA
2022-11-18,185.0500030517578,185.19000244140625,176.5500030517578,180.19000244140625,76048900,2022-10-19 16:07:00-04:00,29.0,11,4,4,2022,0,0,6.676064973608585,-0.016269016527425406,113.1372749585163,85,TSLA
2022-11-21,175.85000610351562,176.77000427246094,167.5399932861328,167.8699951171875,92882700,2022-10-19 16:07:00-04:00,32.0,11,0,4,2022,0,0,8.737682268262798,-0.06837231343190053,105.40181773422151,86,TSLA
2022-11-22,168.6300048828125,170.9199981689453,166.19000244140625,169.91000366210938,78452300,2022-10-19 16:07:00-04:00,33.0,11,1,4,2022,0,0,9.82241385895551,0.012152311933396831,106.6826935016748,87,TSLA
2022-11-23,173.57000732421875,183.6199951171875,172.5,183.1999969482422,109536700,2022-10-19 16:07:00-04:00,34.0,11,2,4,2022,0,0,9.587563491118798,0.07821783885404354,115.02718323050412,88,TSLA
2022-11-25,185.05999755859375,185.1999969482422,180.6300048828125,182.86000061035156,50672700,2022-10-19 16:07:00-04:00,36.0,11,4,4,2022,0,0,9.324249224712176,-0.0018558752377418886,114.81370712947943,89,TSLA
2022-11-28,179.9600067138672,188.5,179.0,182.9199981689453,92905200,2022-10-19 16:07:00-04:00,39.0,11,0,4,2022,0,0,8.242709938242557,0.0003281065208000644,114.85137825546583,90,TSLA
2022-11-29,184.99000549316406,186.3800048828125,178.75,180.8300018310547,83357100,2022-10-19 16:07:00-04:00,40.0,11,1,4,2022,0,0,7.6549420386327505,-0.011425739989130657,113.53911627012559,91,TSLA
2022-11-30,182.42999267578125,194.75999450683594,180.6300048828125,194.6999969482422,109186400,2022-10-19 16:07:00-04:00,41.0,11,2,4,2022,1,0,7.708874576055604,0.07670184691003823,122.24777618457779,92,TSLA
2022-12-01,197.0800018310547,198.9199981689453,191.8000030517578,194.6999969482422,80046200,2022-10-19 16:07:00-04:00,42.0,12,3,4,2022,0,1,8.675844614655238,0.0,122.24777618457779,93,TSLA
2022-12-02,191.77999877929688,196.25,191.11000061035156,194.86000061035156,73645900,2022-10-19 16:07:00-04:00,43.0,12,4,4,2022,0,0,9.585633599343764,0.0008217959148295595,122.34823890764328,94,TSLA
2022-12-05,189.44000244140625,191.27000427246094,180.5500030517578,182.4499969482422,93122700,2022-10-19 16:07:00-04:00,46.0,12,0,4,2022,0,0,9.533175571796226,-0.06368676805520912,114.55627499436889,95,TSLA
2022-12-06,181.22000122070312,183.64999389648438,175.3300018310547,179.82000732421875,92150800,2022-10-19 16:07:00-04:00,47.0,12,1,4,2022,0,0,7.990070042178663,-0.01441485156488942,112.90496329449842,96,TSLA
2022-12-07,175.02999877929688,179.3800048828125,172.22000122070312,174.0399932861328,84213300,2022-10-19 16:07:00-04:00,48.0,12,2,4,2022,0,0,7.214002910923483,-0.032143331123685615,109.27582167381578,97,TSLA
2022-12-08,172.1999969482422,175.1999969482422,169.05999755859375,173.44000244140625,97624500,2022-10-19 16:07:00-04:00,49.0,12,3,4,2022,0,0,8.096542915267731,-0.003447430865732959,108.89910083329914,98,TSLA
2022-12-09,173.83999633789062,182.5,173.36000061035156,179.0500030517578,104872300,2022-10-19 16:07:00-04:00,50.0,12,4,4,2022,0,0,8.247624328826614,0.0323454827685834,112.42149482281685,99,TSLA
2022-12-12,176.10000610351562,177.3699951171875,167.52000427246094,167.82000732421875,109794500,2022-10-19 16:07:00-04:00,53.0,12,0,4,2022,0,0,9.663222080394828,-0.0627198857086465,105.37043151633459,100,TSLA
2022-12-13,174.8699951171875,175.0500030517578,156.91000366210938,160.9499969482422,175862700,2022-10-19 16:07:00-04:00,54.0,12,1,4,2022,0,0,11.782340884604267,-0.04093677795344208,101.05690555849202,101,TSLA
2022-12-14,159.25,161.6199951171875,155.30999755859375,156.8000030517578,140682300,2022-10-19 16:07:00-04:00,55.0,12,2,4,2022,0,0,12.656980579547726,-0.025784367661833008,98.45121715080472,102,TSLA
2022-12-15,153.44000244140625,160.92999267578125,153.27999877929688,157.6699981689453,122334500,2022-10-19 16:07:00-04:00,56.0,12,3,4,2022,0,0,12.110945713261607,0.005548438139381551,98.99746763891278,103,TSLA
2022-12-16,159.63999938964844,160.99000549316406,150.0399932861328,150.22999572753906,139032200,2022-10-19 16:07:00-04:00,57.0,12,4,4,2022,0,0,11.224151874012614,-0.047187179094365206,94.32605640354679,104,TSLA
2022-12-19,154.0,155.25,145.82000732421875,149.8699951171875,139390600,2022-10-19 16:07:00-04:00,60.0,12,0,4,2022,0,0,11.364538557402613,-0.00239632976495896,94.10002006697577,105,TSLA
2022-12-20,146.0500030517578,148.47000122070312,137.66000366210938,137.8000030517578,159563300,2022-10-19 16:07:00-04:00,61.0,12,1,4,2022,0,0,12.924604231403144,-0.08053641461716088,86.52154183537866,106,TSLA
2022-12-21,139.33999633789062,141.25999450683594,135.88999938964844,137.57000732421875,145417400,2022-10-19 16:07:00-04:00,62.0,12,2,4,2022,0,0,13.87375887666368,-0.0016690545895901021,86.3771326588799,107,TSLA
2022-12-22,136.0,136.6300048828125,122.26000213623047,125.3499984741211,210090300,2022-10-19 16:07:00-04:00,63.0,12,3,4,2022,0,0,15.790491002242034,-0.08882756559936855,78.7044622413379,108,TSLA
2022-12-23,126.37000274658203,128.6199951171875,121.0199966430664,123.1500015258789,166989700,2022-10-19 16:07:00-04:00,64.0,12,4,4,2022,0,0,15.15462920728922,-0.017550833466474902,77.32313333147171,109,TSLA
2022-12-27,117.5,119.66999816894531,108.76000213623047,109.0999984741211,208643400,2022-10-19 16:07:00-04:00,68.0,12,1,4,2022,0,0,17.29589822391646,-0.1140885333144338,68.50145045840769,110,TSLA
2022-12-28,110.3499984741211,116.2699966430664,108.23999786376953,112.70999908447266,221070500,2022-10-19 16:07:00-04:00,69.0,12,2,4,2022,0,0,17.786937755803685,0.03308891531476843,70.76808915156475,111,TSLA
2022-12-29,120.38999938964844,123.56999969482422,117.5,121.81999969482422,221923300,2022-10-19 16:07:00-04:00,70.0,12,3,4,2022,0,0,16.650651008106795,0.0808269069678893,76.48805490971357,112,TSLA
2022-12-30,119.94999694824219,124.4800033569336,119.75,123.18000030517578,157777300,2022-10-19 16:07:00-04:00,71.0,12,4,4,2022,0,0,14.265099753886403,0.011164017515666869,77.3419688944649,113,TSLA
2023-01-03,118.47000122070312,118.80000305175781,104.63999938964844,108.0999984741211,231402800,2022-10-19 16:07:00-04:00,75.0,1,1,1,2023,0,0,13.526162248332694,-0.12242248574195735,67.87357281022736,114,TSLA
2023-01-04,109.11000061035156,114.58999633789062,107.5199966430664,113.63999938964844,180389000,2022-10-19 16:07:00-04:00,76.0,1,2,1,2023,0,0,10.625457879914773,0.05124885285593783,71.35201555598549,115,TSLA
2023-01-05,110.51000213623047,111.75,107.16000366210938,110.33999633789062,157986300,2022-10-19 16:07:00-04:00,77.0,1,3,1,2023,0,0,9.341569283935753,-0.029039097760312105,69.28001740085992,116,TSLA
2023-01-06,103.0,114.38999938964844,101.80999755859375,113.05999755859375,220911100,2022-10-19 16:07:00-04:00,78.0,1,4,1,2023,0,0,6.5915986507975095,0.024651090365942707,70.9878453703626,117,TSLA
2023-01-09,118.95999908447266,123.5199966430664,117.11000061035156,119.7699966430664,190284000,2022-10-19 16:07:00-04:00,81.0,1,0,1,2023,0,0,5.918159477241726,0.059349011404278285,75.2009038148134,118,TSLA
2023-01-10,121.06999969482422,122.76000213623047,114.91999816894531,118.8499984741211,167642500,2022-10-19 16:07:00-04:00,82.0,1,1,1,2023,0,0,5.436100086447759,-0.007681374256751861,74.62325752816582,119,TSLA
2023-01-11,122.08999633789062,125.94999694824219,120.51000213623047,123.22000122070312,183810800,2022-10-19 16:07:00-04:00,83.0,1,2,1,2023,0,0,5.549494224151979,0.036769060182475055,77.36708457523129,120,TSLA
2023-01-12,122.55999755859375,124.12999725341797,117.0,123.55999755859375,169400900,2022-10-19 16:07:00-04:00,84.0,1,3,1,2023,0,0,5.788416737214486,0.0027592625752506095,77.58056067625597,121,TSLA
2023-01-13,116.55000305175781,122.62999725341797,115.5999984741211,122.4000015258789,180714100,2022-10-19 16:07:00-04:00,85.0,1,4,1,2023,0,0,5.838600039174006,-0.009388119582672827,76.85222509533648,122,TSLA
2023-01-17,125.69999694824219,131.6999969482422,125.0199966430664,131.49000549316406,186477000,2022-10-19 16:07:00-04:00,89.0,1,1,1,2023,0,0,7.160804307708721,0.07426473736900463,82.55963540826527,123,TSLA
2023-01-18,136.55999755859375,136.67999267578125,127.01000213623047,128.77999877929688,195680300,2022-10-19 16:07:00-04:00,90.0,1,2,1,2023,0,0,6.819935786837698,-0.020609982513142944,80.85808276620946,124,TSLA
2023-01-19,127.26000213623047,129.99000549316406,124.30999755859375,127.16999816894531,170291900,2022-10-19 16:07:00-04:00,91.0,1,3,1,2023,0,0,6.64520927479688,-0.012501946153228194,79.84719936941305,125,TSLA
2023-01-20,128.67999267578125,133.50999450683594,127.3499984741211,133.4199981689453,138858100,2022-10-19 16:07:00-04:00,92.0,1,4,1,2023,0,0,6.190486245589458,0.0491468120625187,83.77143467054005,126,TSLA
2023-01-23,135.8699951171875,145.3800048828125,134.27000427246094,143.75,203119200,2022-10-19 16:07:00-04:00,95.0,1,0,1,2023,0,0,7.531658956290668,0.07742468874848996,90.25741192592108,127,TSLA
