"date","daily_sentiment"
"2024-07-30","0.728719652"
"2024-07-26","0"
"2024-07-24","-1"
"2024-07-23","-1"
"2024-07-18","0.791539848"
"2024-07-16","1"
"2024-07-15","0.417517513"
"2024-07-12","0.861775696"
"2024-07-11","0.372824967"
"2024-07-10","0.8834754229999999"
"2024-07-09","1"
"2024-07-08","0.390642494"
"2024-07-05","0.26592612266666665"
"2024-07-02","-0.39303394166666666"
"2024-07-01","-0.41766317699999994"
"2024-06-28","0.920008004"
"2024-06-27","0.464767903"
"2024-06-26","0.23047479975"
"2024-06-25","0.9364625813333333"
"2024-06-21","0"
"2024-06-18","0.906927705"
"2024-06-17","0.4537794193333333"
"2024-06-14","0.15780723100000002"
"2024-06-13","0.2793479363333333"
"2024-06-12","-0.04673430299999998"
"2024-06-11","-1"
"2024-06-10","-0.11412812775"
"2024-06-07","0.599821627"
"2024-06-05","0"
"2024-06-04","0.905302763"
