"date","daily_sentiment"
"2025-07-22","0"
"2025-07-21","0.5484052498333333"
"2025-07-18","0.71366527675"
"2025-07-17","0.38763828260000005"
"2025-07-16","0.891184628"
"2025-07-14","0.8897103665"
"2025-07-11","0.5"
"2025-07-10","-0.021962493750000006"
"2025-07-09","-0.044752359500000005"
"2025-07-07","0.680044737111111"
"2025-07-03","0.5241179566666667"
"2025-07-02","0.22996403275"
"2025-07-01","0.8408512642857143"
"2025-06-30","0.2698417106666667"
"2025-06-26","0.626590967"
"2025-06-25","0.8056283"
"2025-06-24","0.495296568"
"2025-06-23","0.5014655708"
"2025-06-20","0.7207947542857144"
"2025-06-18","0.8919383885"
"2025-06-17","-0.06891104599999998"
"2025-06-16","0.35420633228571435"
"2025-06-13","-1"
"2025-06-12","0.23901740699999996"
"2025-06-11","0.7248467971428572"
"2025-06-10","0.85800526275"
"2025-06-09","0.230574588"
"2025-06-06","0.6730194475"
"2025-06-05","0.6117523908333333"
"2025-06-04","0.23167346719999998"
"2025-06-02","0"
"2025-05-30","0"
"2025-05-28","0.288755397"
"2025-05-27","0.2701821242857143"
"2025-05-23","0.916884184"
"2025-05-22","0"
"2025-05-21","0.30448565866666666"
"2025-05-20","0.8810587723333333"
"2025-05-19","0"
"2025-05-16","0.459979832"
"2025-05-15","0"
"2025-05-14","0.3219968825"
"2025-05-13","-0.10641528675"
"2025-05-12","0.8214904466666666"
"2025-05-09","0.8792237243333334"
"2025-05-08","0.602661073"
"2025-05-07","0.8951375184999999"
"2025-05-05","0.2735473515"
"2025-05-02","0.8885919449999999"
"2025-05-01","0.379139006"
"2025-04-30","0"
"2025-04-29","0.17998027800000002"
"2025-04-28","0.27276168266666667"
"2025-04-25","0.82482203825"
"2025-04-24","-0.09511808159999999"
"2025-04-23","0.20308373657142859"
"2025-04-22","0.5209432126"
"2025-04-21","0.4172475635"
"2025-04-17","0.4513968825"
"2025-04-16","0"
"2025-04-14","0.3654839395"
"2025-04-11","0"
"2025-04-10","1"
"2025-04-09","0.333226204"
"2025-04-08","1"
"2025-04-07","-0.14354893549999997"
"2025-04-04","-1"
"2025-04-02","-1"
"2025-03-31","0.7902377545"
"2025-03-28","0.916592419"
"2025-03-27","0.910329223"
"2025-03-24","0.19355405875"
"2025-03-21","-0.08076427366666668"
"2025-03-20","-0.3333333333333333"
"2025-03-18","0.4568052093333333"
"2025-03-17","-0.5"
"2025-03-14","0.891501963"
"2025-03-13","0.723075092"
"2025-03-12","-1"
"2025-03-11","0.7952970663333333"
"2025-03-10","-0.5"
"2025-03-06","0.3333333333333333"
"2025-03-05","0"
"2025-03-04","0.919179142"
"2025-03-03","0.700667322"
"2025-02-28","1"
"2025-02-27","1"
"2025-02-26","0.335553378"
"2025-02-25","0.720602691"
"2025-02-24","0.5551586550000001"
"2025-02-21","0.7532489895000001"
"2025-02-20","0.863715053"
"2025-02-19","0.463256091"
"2025-02-18","0.10747670271428571"
"2025-02-14","0"
"2025-02-13","1"
"2025-02-12","0.29180069766666666"
"2025-02-11","0.8999822735"
"2025-02-10","0.590048492"
"2025-02-07","0.8879832925"
"2025-02-06","0"
"2025-02-05","0.868623197"
"2025-02-04","-0.6666666666666666"
"2025-02-03","0.8469109235"
"2025-01-30","0.22536754600000006"
"2025-01-29","-0.06319571400000001"
"2025-01-28","-1"
"2025-01-27","0.883135706"
"2025-01-24","0.4704954325"
"2025-01-22","0"
"2025-01-21","0.1621866106"
"2025-01-17","1"
"2025-01-16","1"
"2025-01-15","0"
"2025-01-14","0.4644725325"
"2025-01-13","-0.051880379666666664"
"2025-01-10","0.8695056735"
"2025-01-08","0.8942855000000001"
"2025-01-07","-1"
"2025-01-06","0.5581534303333333"
"2025-01-03","-1"
"2025-01-02","-0.2213981946666667"
"2024-12-31","0.802549064"
"2024-12-27","0.4657416045"
"2024-12-23","-0.38724684699999995"
"2024-12-20","0"
"2024-12-19","0"
"2024-12-18","0"
"2024-12-17","0.8775922209999999"
"2024-12-16","0.49387639760000007"
"2024-12-13","1"
"2024-12-12","0"
"2024-12-11","0.8684786756666667"
"2024-12-10","0"
"2024-12-09","0"
"2024-12-06","0.3333333333333333"
"2024-12-05","1"
"2024-12-04","-0.5"
"2024-12-03","-1"
"2024-12-02","0.307394266"
"2024-11-29","0.739204228"
"2024-11-27","0.5"
"2024-11-26","1"
"2024-11-25","0.3823010444"
"2024-11-22","0"
"2024-11-20","0.44332093"
"2024-11-19","0.4433130025"
"2024-11-18","0.7283159939999999"
"2024-11-15","-1"
"2024-11-13","0"
"2024-11-12","0"
"2024-11-11","0.522402227"
"2024-11-08","0.69595247475"
"2024-11-07","1"
"2024-11-04","0.898655236"
"2024-11-01","0"
"2024-10-30","0.167526871"
"2024-10-29","0.915567994"
"2024-10-28","0.3333333333333333"
"2024-10-25","1"
"2024-10-24","0.34187123614285714"
"2024-10-23","0.4842274386666667"
"2024-10-22","0.935915232"
"2024-10-21","-0.75"
"2024-10-18","-1"
"2024-10-17","0.296136101"
"2024-10-16","0.812973201"
"2024-10-15","0.4576687215"
"2024-10-14","-0.5"
"2024-10-11","0.5973178645"
"2024-10-10","0.829692185"
"2024-10-08","0"
"2024-10-07","0.6912370919999999"
"2024-10-04","-0.06025594449999999"
"2024-10-03","0.29178828"
"2024-10-02","0.675473273"
"2024-09-30","0.24603068833333333"
"2024-09-27","0.4627354445"
"2024-09-25","0"
"2024-09-24","-0.0814867615"
"2024-09-18","0"
"2024-09-17","1"
"2024-09-16","0.447752267"
"2024-09-13","0.673480034"
"2024-09-11","0.893274426"
"2024-09-09","0"
"2024-09-05","0.919758469"
"2024-09-03","0.5768065453333334"
"2024-08-30","0.247616753"
"2024-08-29","-0.3333333333333333"
"2024-08-28","0"
"2024-08-26","0.1838257165"
"2024-08-23","0.6432636776666666"
"2024-08-22","0.684373796"
"2024-08-19","0.894417822"
"2024-08-16","0.7891836959999999"
"2024-08-12","0"
"2024-08-09","-1"
"2024-08-08","0.8619038765"
"2024-08-07","0.52887853"
"2024-08-05","0"
"2024-08-02","0.314823389"
